,time,fights_f1,win_proportion_f2,height_diff,reach_diff,outcome
3643,293,10.0,1.0,-1.0,1.0,1.0
3644,245,2.0,0.5,0.0,-3.0,0.0
3645,300,7.0,0.5,1.0,-1.0,0.0
3646,300,19.0,0.5,-1.0,-2.0,1.0
3647,67,4.0,0.5,-2.0,0.0,1.0
3649,53,6.0,0.3333333333333333,1.0,0.0,0.0
3650,300,7.0,0.3333333333333333,3.0,3.0,0.0
3651,283,3.0,0.25,1.0,5.0,0.0
3652,300,7.0,0.25,-2.0,-2.0,0.0
3653,300,4.0,0.25,0.0,0.0,0.0
3654,106,3.0,0.25,0.0,2.0,1.0
3655,300,14.0,0.5714285714285714,0.0,-1.0,1.0
3656,182,9.0,0.5714285714285714,4.0,6.0,1.0
3657,95,10.0,0.5714285714285714,1.0,1.0,0.0
3658,300,14.0,0.5714285714285714,2.0,3.0,1.0
3659,225,2.0,0.5714285714285714,2.0,4.0,0.0
3660,41,7.0,0.5714285714285714,2.0,2.0,0.0
3661,109,10.0,0.5714285714285714,5.0,4.0,1.0
3662,300,10.0,0.3333333333333333,-3.0,0.0,0.0
3663,300,6.0,0.3333333333333333,-3.0,-2.0,1.0
3664,300,8.0,0.3333333333333333,-4.0,-1.0,0.0
3665,112,4.0,0.6666666666666666,0.0,-1.0,1.0
3666,232,14.0,0.6666666666666666,-1.0,1.0,1.0
3668,300,9.0,0.6666666666666666,-8.0,-6.0,1.0
3669,210,8.0,0.6666666666666666,-4.0,-4.0,1.0
3670,16,4.0,0.6666666666666666,-7.0,-2.0,0.0
3671,253,14.0,0.6666666666666666,-7.0,-4.0,1.0
3672,202,7.0,0.6666666666666666,-12.0,-10.0,0.0
3673,39,11.0,0.6666666666666666,-11.0,-11.0,1.0
3674,172,5.0,0.5,4.0,7.0,0.0
3675,148,12.0,0.5,0.0,2.0,1.0
3676,120,3.0,1.0,1.0,-2.0,1.0
3677,300,18.0,1.0,2.0,2.0,1.0
3678,212,10.0,1.0,3.0,4.0,1.0
3679,212,5.0,1.0,6.0,7.0,1.0
3680,300,1.0,1.0,2.0,2.0,1.0
3681,300,9.0,1.0,1.0,0.0,1.0
3682,300,3.0,1.0,0.0,1.0,1.0
3683,280,1.0,0.0,0.0,-3.0,0.0
3684,300,4.0,1.0,-1.0,-1.0,1.0
3686,300,11.0,0.125,0.0,0.0,1.0
3687,24,5.0,0.125,2.0,5.0,0.0
3688,300,12.0,0.125,1.0,-1.0,0.0
3689,98,10.0,0.125,1.0,1.0,0.0
3690,58,4.0,0.125,-1.0,1.0,0.0
3691,300,14.0,0.125,1.0,1.0,0.0
3692,99,4.0,0.125,1.0,2.0,0.0
3693,92,1.0,0.125,0.0,5.0,0.0
3694,233,2.0,0.5,-4.0,-4.0,0.0
3695,48,5.0,0.5,-3.0,-6.0,1.0
3696,299,7.0,0.6666666666666666,-2.0,-5.0,1.0
3697,24,5.0,0.6666666666666666,-2.0,-6.0,0.0
3698,300,2.0,0.6666666666666666,-3.0,-5.0,1.0
3699,300,2.0,0.5,0.0,2.0,1.0
3700,57,7.0,0.5,0.0,-1.0,1.0
3701,157,15.0,0.5,1.0,5.0,1.0
3702,300,6.0,0.5,1.0,-1.0,0.0
3703,300,4.0,0.5,-2.0,0.0,0.0
3704,300,2.0,0.5,-2.0,-1.0,0.0
3705,300,27.0,0.5,-2.0,0.0,1.0
3706,253,1.0,0.5,-3.0,-1.0,0.0
3707,161,8.0,1.0,0.0,1.0,1.0
3708,86,9.0,1.0,-2.0,-2.0,1.0
3709,271,5.0,0.5,-2.0,-3.0,1.0
3710,300,1.0,0.5,-1.0,3.0,0.0
3711,94,11.0,0.5,-1.0,0.0,0.0
3712,251,11.0,0.5,-2.0,-2.0,1.0
3713,256,14.0,1.0,1.0,4.0,1.0
3714,300,16.0,1.0,-2.0,-2.0,1.0
3715,143,4.0,0.6666666666666666,-2.0,-5.0,1.0
3716,84,8.0,0.6666666666666666,-3.0,-4.0,1.0
3717,73,2.0,0.6666666666666666,0.0,-6.0,0.0
3718,60,9.0,0.6666666666666666,-1.0,0.0,0.0
3719,150,12.0,0.6666666666666666,0.0,3.0,1.0
3720,300,5.0,0.6666666666666666,0.0,-1.0,1.0
3721,255,4.0,1.0,0.0,4.0,1.0
3722,300,7.0,1.0,9.0,10.0,1.0
3723,300,11.0,0.6666666666666666,0.0,-2.0,1.0
3724,300,1.0,0.6666666666666666,1.0,2.0,0.0
3725,162,4.0,0.6666666666666666,-1.0,0.0,1.0
3726,268,4.0,1.0,-3.0,-8.0,1.0
3727,174,8.0,1.0,-4.0,-7.0,1.0
3728,300,5.0,0.375,4.0,2.0,1.0
3729,202,3.0,0.375,2.0,-2.0,0.0
3730,300,16.0,0.375,5.0,3.0,1.0
3731,214,11.0,0.375,3.0,2.0,0.0
3732,300,3.0,0.375,4.0,5.0,0.0
3733,300,21.0,0.375,6.0,8.0,1.0
3734,300,2.0,0.375,1.0,2.0,0.0
3736,160,3.0,1.0,-1.0,-2.0,1.0
3737,237,11.0,1.0,0.0,-1.0,1.0
3738,300,6.0,0.5,-2.0,-1.0,0.0
3739,300,17.0,0.5,-2.0,-1.0,1.0
3740,300,12.0,0.5,-3.0,0.0,1.0
3741,71,7.0,0.5,-3.0,-2.0,0.0
3742,300,3.0,0.25,0.0,0.0,0.0
3743,110,16.0,0.25,1.0,5.0,1.0
3744,300,6.0,0.25,-2.0,-1.0,0.0
3745,300,8.0,0.25,-2.0,-4.0,0.0
3746,119,3.0,0.0,-4.0,-6.0,0.0
3747,300,5.0,0.0,0.0,-5.0,0.0
3748,300,3.0,0.6666666666666666,-2.0,-6.0,1.0
3749,23,7.0,0.6666666666666666,-2.0,-8.0,0.0
3750,111,3.0,0.6666666666666666,-1.0,-4.0,1.0
3751,300,5.0,0.5,-2.0,-3.0,0.0
3752,171,4.0,0.5,-1.0,0.0,1.0
3753,300,6.0,0.5,-2.0,1.0,0.0
3754,299,7.0,0.5,-1.0,0.0,1.0
3755,132,10.0,1.0,1.0,-3.0,1.0
3756,269,2.0,0.0,1.0,0.0,0.0
3757,284,12.0,0.0,-2.0,-1.0,0.0
3758,202,19.0,0.0,0.0,1.0,0.0
3759,97,6.0,0.0,-1.0,-5.0,0.0
3760,250,8.0,0.0,-1.0,1.0,0.0
3761,300,14.0,0.3333333333333333,8.0,7.0,0.0
3762,300,2.0,0.3333333333333333,0.0,-3.0,0.0
3763,72,14.0,0.3333333333333333,1.0,3.0,1.0
3764,54,6.0,0.3333333333333333,1.0,3.0,1.0
3765,281,8.0,0.3333333333333333,3.0,2.0,0.0
3766,179,4.0,0.3333333333333333,1.0,5.0,0.0
3767,300,2.0,0.5,-1.0,3.0,1.0
3768,241,2.0,0.5,0.0,4.0,0.0
3769,158,5.0,0.4,2.0,4.0,0.0
3770,46,10.0,0.4,-1.0,-1.0,1.0
3771,135,1.0,0.4,-5.0,-4.0,0.0
3772,300,11.0,0.4,-1.0,-1.0,1.0
3773,263,5.0,0.4,3.0,2.0,0.0
3774,152,14.0,0.5,-1.0,-3.0,1.0
3776,262,7.0,0.5,1.0,0.0,1.0
3777,300,12.0,0.5,2.0,1.0,1.0
3778,300,6.0,0.5,-3.0,1.0,0.0
3779,299,2.0,0.5,0.0,-1.0,0.0
3780,300,7.0,1.0,2.0,-1.0,1.0
3781,96,7.0,1.0,0.0,-1.0,1.0
3782,148,8.0,1.0,-1.0,-2.0,1.0
3783,24,1.0,1.0,3.0,3.0,1.0
3784,168,6.0,1.0,-3.0,-3.0,1.0
3785,87,7.0,1.0,-4.0,-7.0,1.0
3786,85,10.0,1.0,1.0,0.0,1.0
3787,138,7.0,0.6666666666666666,2.0,1.0,1.0
3788,161,1.0,0.6666666666666666,2.0,0.0,0.0
3789,164,8.0,0.6666666666666666,-1.0,3.0,1.0
3790,297,2.0,0.3333333333333333,-5.0,0.0,1.0
3791,300,3.0,0.3333333333333333,-4.0,-1.0,0.0
3792,300,6.0,0.3333333333333333,-4.0,2.0,0.0
3793,300,16.0,0.75,1.0,2.0,1.0
3794,300,2.0,0.75,-1.0,4.0,1.0
3795,300,10.0,0.75,6.0,6.0,0.0
3796,300,3.0,0.75,0.0,4.0,1.0
3797,66,12.0,0.3333333333333333,3.0,6.0,1.0
3798,300,14.0,0.3333333333333333,0.0,2.0,0.0
3799,219,3.0,0.3333333333333333,1.0,4.0,0.0
3800,274,3.0,1.0,-1.0,-1.0,1.0
3801,167,7.0,1.0,1.0,-3.0,1.0
3802,300,7.0,1.0,4.0,2.0,1.0
3803,300,18.0,1.0,3.0,-2.0,1.0
3804,300,11.0,1.0,-1.0,-2.0,1.0
3805,53,11.0,1.0,-4.0,-5.0,1.0
3806,300,8.0,1.0,-4.0,-2.0,1.0
3807,300,12.0,0.5,2.0,1.0,1.0
3808,300,3.0,0.5,-1.0,-1.0,0.0
3809,191,7.0,0.5,2.0,2.0,1.0
3811,300,2.0,0.0,3.0,0.0,0.0
3812,300,12.0,0.0,1.0,1.0,0.0
3813,156,9.0,0.6666666666666666,-1.0,1.0,1.0
3814,300,19.0,0.6666666666666666,-2.0,0.0,1.0
3816,300,6.0,0.0,-1.0,1.0,0.0
3817,300,5.0,0.0,1.0,0.0,0.0
3818,300,1.0,1.0,-2.0,0.0,1.0
3819,165,13.0,0.6666666666666666,-1.0,-1.0,1.0
3820,28,8.0,0.6666666666666666,-1.0,-2.0,1.0
3821,278,7.0,0.6666666666666666,0.0,0.0,0.0
3822,250,7.0,0.5,-1.0,-1.0,1.0
3824,300,14.0,0.5,0.0,-2.0,1.0
3825,105,10.0,0.5,2.0,1.0,0.0
3826,259,15.0,0.5,3.0,6.0,1.0
3827,152,4.0,0.5,0.0,1.0,0.0
3828,300,3.0,0.5,2.0,0.0,1.0
3829,236,2.0,0.5,1.0,0.0,0.0
3830,134,7.0,0.75,1.0,-4.0,1.0
3831,66,3.0,0.75,2.0,-6.0,1.0
3832,60,5.0,0.75,-2.0,-5.0,0.0
3833,152,14.0,0.75,1.0,1.0,1.0
3834,300,6.0,1.0,0.0,-1.0,1.0
3835,300,21.0,1.0,3.0,6.0,1.0
3836,131,17.0,1.0,0.0,1.0,1.0
3837,300,4.0,1.0,0.0,0.0,1.0
3838,300,10.0,1.0,0.0,2.0,1.0
3839,300,7.0,1.0,0.0,-1.0,1.0
3840,274,2.0,1.0,2.0,-1.0,1.0
3841,300,11.0,1.0,0.0,-5.0,1.0
3842,58,6.0,0.5,-2.0,-2.0,0.0
3843,300,3.0,0.5,-3.0,-3.0,1.0
3844,94,5.0,0.5,-2.0,1.0,1.0
3847,239,10.0,1.0,1.0,0.0,1.0
3848,256,8.0,1.0,1.0,-5.0,1.0
3849,300,2.0,0.6666666666666666,1.0,0.0,0.0
3850,300,5.0,0.6666666666666666,-1.0,0.0,1.0
3851,300,18.0,0.6666666666666666,2.0,4.0,1.0
3852,153,2.0,1.0,-3.0,2.0,1.0
3853,300,14.0,0.5,-1.0,-3.0,1.0
3854,300,4.0,0.5,0.0,-2.0,1.0
3855,277,3.0,0.5,0.0,-1.0,0.0
3856,300,7.0,0.5,0.0,-2.0,0.0
3857,300,8.0,0.5,1.0,5.0,1.0
3858,76,12.0,0.5,1.0,7.0,1.0
3859,300,8.0,0.5,0.0,5.0,0.0
3860,267,2.0,0.5,2.0,4.0,0.0
3861,158,3.0,1.0,-1.0,1.0,1.0
3862,300,9.0,1.0,0.0,-1.0,1.0
3863,125,7.0,0.5,-2.0,-4.0,1.0
3864,300,16.0,0.5,-2.0,-3.0,0.0
3865,224,17.0,0.8,2.0,3.0,1.0
3866,98,8.0,0.8,0.0,-2.0,1.0
3867,300,11.0,0.8,-2.0,-1.0,1.0
3868,300,3.0,0.8,-1.0,1.0,1.0
3869,300,6.0,0.8,-3.0,-2.0,0.0
3870,300,3.0,0.5,4.0,3.0,1.0
3871,300,3.0,0.5,6.0,5.0,0.0
3872,300,7.0,1.0,2.0,-2.0,1.0
3873,264,8.0,1.0,-1.0,-5.0,1.0
3874,300,4.0,0.6666666666666666,2.0,4.0,1.0
3875,300,2.0,0.6666666666666666,1.0,5.0,1.0
3876,190,5.0,0.6666666666666666,4.0,2.0,0.0
3877,269,7.0,0.5,1.0,0.0,0.0
3878,136,3.0,0.5,0.0,3.0,1.0
3879,118,6.0,0.0,-1.0,-4.0,0.0
3880,300,20.0,0.14285714285714285,2.0,0.0,0.0
3881,300,9.0,0.14285714285714285,3.0,4.0,0.0
3882,300,7.0,0.14285714285714285,1.0,0.0,0.0
3883,86,11.0,0.14285714285714285,0.0,0.0,1.0
3884,300,11.0,0.14285714285714285,1.0,2.0,0.0
3887,300,18.0,0.75,1.0,-1.0,1.0
3888,300,11.0,0.75,2.0,1.0,1.0
3889,300,21.0,0.75,1.0,1.0,1.0
3890,300,15.0,0.75,2.0,0.0,0.0
3891,300,14.0,0.75,2.0,1.0,1.0
3892,211,24.0,0.75,5.0,2.0,1.0
3893,249,10.0,0.75,4.0,5.0,1.0
3894,184,9.0,0.75,1.0,0.0,0.0
3897,300,2.0,0.5,-2.0,1.0,1.0
3898,50,1.0,0.5,-4.0,-3.0,0.0
3899,300,4.0,0.5,0.0,1.0,1.0
3900,300,2.0,0.5,-4.0,-5.0,0.0
3901,98,9.0,0.5,1.0,1.0,1.0
3902,300,3.0,0.5,0.0,3.0,0.0
3903,285,2.0,0.6666666666666666,-3.0,-3.0,1.0
3904,22,5.0,0.6666666666666666,-2.0,-1.0,1.0
3905,251,2.0,0.6666666666666666,-1.0,-1.0,0.0
3908,300,3.0,1.0,-4.0,-2.0,1.0
3909,300,1.0,0.5,-4.0,-6.0,1.0
3910,300,4.0,0.5,-5.0,-7.0,1.0
3912,240,3.0,0.5,-3.0,-4.0,0.0
3913,245,4.0,0.4,2.0,-1.0,1.0
3914,300,6.0,0.4,0.0,-1.0,0.0
3915,300,3.0,0.4,-3.0,-6.0,0.0
3916,300,1.0,0.4,0.0,-2.0,0.0
3917,155,4.0,0.4,-2.0,-1.0,1.0
3918,79,5.0,1.0,-1.0,-2.0,1.0
3920,145,6.0,0.25,1.0,-2.0,0.0
3921,277,6.0,0.25,2.0,-3.0,1.0
3922,25,6.0,0.25,2.0,-3.0,0.0
3923,300,8.0,0.25,-1.0,-6.0,0.0
3924,25,4.0,0.5,0.0,-1.0,1.0
3925,300,7.0,0.5,1.0,0.0,0.0
3926,300,13.0,0.5,1.0,2.0,1.0
3927,208,7.0,0.5,1.0,1.0,0.0
3928,300,12.0,0.5,5.0,6.0,1.0
3929,300,6.0,0.5,2.0,-1.0,0.0
3930,300,9.0,1.0,0.0,-2.0,1.0
3931,300,19.0,1.0,2.0,2.0,1.0
3932,300,4.0,0.0,1.0,-1.0,0.0
3933,49,3.0,0.75,1.0,3.0,1.0
3934,300,7.0,0.75,2.0,3.0,1.0
3935,300,8.0,0.75,-2.0,1.0,0.0
3936,280,24.0,0.75,3.0,1.0,1.0
3937,190,3.0,1.0,-4.0,-7.0,1.0
3939,268,2.0,0.6,-1.0,2.0,1.0
3940,21,4.0,0.6,-4.0,1.0,1.0
3941,300,14.0,0.6,0.0,3.0,0.0
3942,34,5.0,0.6,-3.0,-1.0,1.0
3943,300,9.0,0.6,0.0,5.0,0.0
3944,300,11.0,0.75,2.0,0.0,1.0
3945,108,13.0,0.75,2.0,1.0,1.0
3946,300,9.0,0.75,2.0,-1.0,1.0
3947,300,5.0,0.75,1.0,-2.0,0.0
3948,15,7.0,1.0,3.0,1.0,1.0
3949,109,6.0,1.0,2.0,1.0,1.0
3950,121,4.0,0.25,2.0,2.0,0.0
3951,300,2.0,0.25,1.0,0.0,0.0
3952,195,2.0,0.25,5.0,7.0,0.0
3953,300,9.0,0.25,0.0,-1.0,1.0
3954,300,4.0,0.5,0.0,0.0,1.0
3955,23,1.0,0.5,1.0,0.0,0.0
3956,236,2.0,1.0,0.0,3.0,1.0
3957,274,11.0,0.3333333333333333,-2.0,0.0,1.0
3958,39,7.0,0.3333333333333333,1.0,1.0,0.0
3959,261,18.0,0.3333333333333333,0.0,2.0,0.0
3960,300,9.0,0.3333333333333333,2.0,4.0,0.0
3961,300,1.0,0.3333333333333333,-1.0,0.0,0.0
3962,300,2.0,0.3333333333333333,-3.0,-2.0,1.0
3963,300,4.0,0.5,-1.0,0.0,1.0
3964,59,17.0,0.5,-2.0,0.0,1.0
3965,176,5.0,0.5,0.0,-1.0,0.0
3966,258,7.0,0.5,0.0,3.0,0.0
3967,300,6.0,0.5,-2.0,-1.0,1.0
3968,82,3.0,0.5,0.0,-2.0,0.0
3969,300,2.0,0.3333333333333333,1.0,3.0,0.0
3970,300,8.0,0.3333333333333333,-2.0,3.0,1.0
3971,300,3.0,0.3333333333333333,1.0,1.0,0.0
3972,151,9.0,1.0,1.0,3.0,1.0
3973,300,6.0,1.0,1.0,2.0,1.0
3974,300,11.0,1.0,2.0,4.0,1.0
3975,300,4.0,1.0,-2.0,-1.0,1.0
3976,97,6.0,1.0,-2.0,-2.0,1.0
3977,300,8.0,0.0,0.0,-3.0,0.0
3978,283,9.0,0.0,0.0,-3.0,0.0
3979,300,11.0,0.0,-4.0,-7.0,0.0
3980,300,7.0,0.0,-1.0,-1.0,0.0
3981,146,1.0,0.0,-1.0,1.0,0.0
3984,300,10.0,0.6666666666666666,2.0,1.0,1.0
3985,300,4.0,0.6666666666666666,2.0,-4.0,1.0
3986,34,5.0,0.6666666666666666,6.0,5.0,0.0
3987,46,9.0,0.2,3.0,5.0,1.0
3988,300,12.0,0.2,5.0,6.0,0.0
3989,300,5.0,0.2,1.0,4.0,0.0
3990,12,4.0,0.2,3.0,5.0,0.0
3991,300,6.0,0.2,1.0,3.0,0.0
3992,300,5.0,0.5,3.0,0.0,0.0
3993,114,5.0,0.5,3.0,4.0,1.0
3994,144,19.0,0.5,2.0,0.0,1.0
3995,300,7.0,0.5,4.0,1.0,0.0
3996,300,2.0,0.5,1.0,-2.0,0.0
3997,300,16.0,0.5,2.0,-1.0,1.0
3998,300,19.0,0.3333333333333333,-3.0,-1.0,1.0
3999,84,3.0,0.3333333333333333,-2.0,0.0,0.0
4000,300,3.0,0.3333333333333333,2.0,3.0,0.0
4001,300,7.0,0.4,2.0,1.0,1.0
4002,285,14.0,0.4,1.0,1.0,1.0
4003,300,5.0,0.4,1.0,1.0,0.0
4004,300,2.0,0.4,-1.0,-2.0,0.0
4005,154,2.0,0.4,1.0,1.0,0.0
4006,81,2.0,0.5,2.0,2.0,0.0
4007,147,7.0,0.5,1.0,3.0,1.0
4008,300,1.0,1.0,4.0,0.0,1.0
4009,231,20.0,0.5,5.0,7.0,0.0
4010,104,14.0,0.5,6.0,8.0,1.0
4011,167,6.0,0.5,6.0,8.0,1.0
4012,258,9.0,0.5,6.0,5.0,1.0
4013,104,14.0,0.5,13.0,12.0,0.0
4014,300,9.0,0.5,6.0,6.0,0.0
4015,300,3.0,1.0,1.0,-2.0,1.0
4016,300,17.0,1.0,1.0,1.0,1.0
4017,300,10.0,1.0,3.0,0.0,1.0
4018,43,7.0,1.0,2.0,1.0,1.0
4019,300,9.0,0.6666666666666666,0.0,0.0,1.0
4020,219,14.0,0.6666666666666666,2.0,2.0,1.0
4021,28,6.0,0.6666666666666666,2.0,2.0,0.0
4022,300,6.0,0.6666666666666666,-3.0,-3.0,1.0
4023,300,14.0,0.6666666666666666,1.0,0.0,1.0
4024,274,7.0,0.6666666666666666,2.0,1.0,0.0
4025,180,13.0,0.6666666666666666,-3.0,-3.0,1.0
4026,300,5.0,0.6666666666666666,1.0,0.0,0.0
4027,300,3.0,0.6666666666666666,1.0,-1.0,1.0
4028,300,2.0,0.5,0.0,-2.0,1.0
4029,300,4.0,0.5,3.0,0.0,0.0
4032,120,8.0,0.75,-3.0,0.0,1.0
4033,300,11.0,0.75,-2.0,-2.0,1.0
4034,297,7.0,0.75,-4.0,-2.0,0.0
4035,88,10.0,0.75,-1.0,0.0,1.0
4036,300,11.0,0.3333333333333333,1.0,-5.0,1.0
4037,176,6.0,0.3333333333333333,3.0,-1.0,0.0
4039,300,4.0,0.6666666666666666,1.0,0.0,1.0
4040,300,6.0,0.6666666666666666,-2.0,-5.0,1.0
4041,178,9.0,0.6666666666666666,-1.0,3.0,1.0
4042,153,12.0,0.6666666666666666,-1.0,-3.0,1.0
4043,300,11.0,0.6666666666666666,-2.0,2.0,1.0
4044,217,12.0,0.6666666666666666,-1.0,-3.0,1.0
4045,300,5.0,0.6666666666666666,-2.0,-1.0,0.0
4046,300,4.0,0.6666666666666666,0.0,2.0,0.0
4047,111,3.0,0.6666666666666666,-2.0,-3.0,0.0
4048,300,12.0,0.6,-4.0,-3.0,1.0
4049,114,5.0,0.6,-1.0,-3.0,0.0
4050,300,11.0,0.6,-1.0,-1.0,0.0
4051,300,17.0,0.6,-3.0,-4.0,1.0
4052,300,12.0,0.6,-1.0,-2.0,1.0
4055,300,6.0,0.3333333333333333,5.0,7.0,0.0
4056,300,2.0,0.3333333333333333,2.0,2.0,0.0
4057,300,5.0,0.3333333333333333,7.0,7.0,1.0
4059,210,7.0,0.5,2.0,0.0,1.0
4060,207,2.0,0.5,-2.0,-2.0,0.0
4061,300,4.0,0.5,-1.0,0.0,0.0
4062,300,9.0,0.5,1.0,3.0,1.0
4063,208,12.0,0.2,1.0,-1.0,0.0
4064,300,14.0,0.2,0.0,6.0,0.0
4065,44,14.0,0.2,1.0,1.0,0.0
4066,300,17.0,0.2,-1.0,2.0,1.0
4067,41,3.0,0.2,0.0,-2.0,0.0
4068,300,8.0,0.7142857142857143,7.0,7.0,1.0
4069,300,3.0,0.7142857142857143,3.0,5.0,1.0
4070,180,9.0,0.7142857142857143,-2.0,-1.0,1.0
4071,217,4.0,0.7142857142857143,3.0,4.0,0.0
4072,300,4.0,0.7142857142857143,-1.0,-1.0,1.0
4073,90,4.0,0.7142857142857143,2.0,0.0,0.0
4074,300,7.0,0.7142857142857143,3.0,6.0,1.0
4075,28,1.0,0.0,1.0,5.0,0.0
4076,300,9.0,0.16666666666666666,1.0,1.0,0.0
4077,300,11.0,0.16666666666666666,1.0,2.0,1.0
4078,300,12.0,0.16666666666666666,1.0,1.0,0.0
4079,297,2.0,0.16666666666666666,2.0,3.0,0.0
4080,300,3.0,0.16666666666666666,-2.0,1.0,0.0
4081,300,7.0,0.16666666666666666,3.0,3.0,0.0
4082,300,7.0,0.5,1.0,6.0,1.0
4083,300,5.0,0.5,0.0,1.0,0.0
4084,261,7.0,0.6666666666666666,2.0,6.0,1.0
4086,166,10.0,0.6666666666666666,3.0,5.0,1.0
4087,193,5.0,0.3333333333333333,0.0,2.0,0.0
4088,163,9.0,0.3333333333333333,-2.0,-2.0,0.0
4089,70,2.0,0.3333333333333333,-3.0,-2.0,0.0
4090,270,12.0,0.3333333333333333,-1.0,-4.0,1.0
4091,237,8.0,0.3333333333333333,-2.0,-5.0,0.0
4092,300,10.0,0.3333333333333333,-1.0,-2.0,1.0
4094,300,10.0,1.0,-2.0,-5.0,1.0
4095,155,24.0,1.0,2.0,-2.0,1.0
4096,300,1.0,1.0,-2.0,-5.0,1.0
4097,210,5.0,0.6666666666666666,-1.0,2.0,1.0
4098,183,7.0,0.6666666666666666,-4.0,2.0,1.0
4100,16,3.0,0.6666666666666666,-3.0,0.0,1.0
4101,179,2.0,0.6666666666666666,-2.0,-1.0,0.0
4102,300,6.0,0.6666666666666666,-3.0,4.0,1.0
4103,300,4.0,0.75,-1.0,0.0,1.0
4104,116,5.0,0.75,0.0,0.0,0.0
4105,300,6.0,0.75,0.0,-3.0,1.0
4106,300,4.0,0.75,-2.0,-1.0,1.0
4107,300,5.0,0.3333333333333333,-3.0,-3.0,0.0
4108,300,5.0,0.3333333333333333,-1.0,-2.0,1.0
4109,297,5.0,0.3333333333333333,0.0,-1.0,0.0
4110,300,6.0,1.0,-2.0,1.0,1.0
4111,300,4.0,1.0,2.0,4.0,1.0
4112,102,9.0,1.0,-4.0,-5.0,1.0
4113,86,9.0,1.0,1.0,3.0,1.0
4114,133,9.0,1.0,4.0,4.0,1.0
4115,226,9.0,1.0,1.0,4.0,1.0
4116,173,8.0,1.0,2.0,9.0,1.0
4117,192,20.0,0.5,-3.0,0.0,1.0
4118,300,8.0,0.5,-2.0,-2.0,1.0
4119,297,3.0,0.5,-5.0,-2.0,1.0
4120,300,8.0,0.5,-2.0,-2.0,1.0
4121,60,3.0,0.5,-3.0,-1.0,0.0
4122,248,14.0,0.5,-2.0,1.0,0.0
4123,251,14.0,0.5,5.0,5.0,0.0
4124,272,2.0,0.5,-2.0,-2.0,0.0
4127,300,6.0,1.0,1.0,3.0,1.0
4128,184,3.0,1.0,1.0,4.0,1.0
4129,221,12.0,0.45454545454545453,1.0,-2.0,1.0
4130,202,11.0,0.45454545454545453,0.0,3.0,0.0
4131,225,9.0,0.45454545454545453,1.0,4.0,1.0
4132,128,4.0,0.45454545454545453,3.0,3.0,1.0
4133,300,8.0,0.45454545454545453,0.0,-3.0,1.0
4134,300,4.0,0.45454545454545453,-3.0,-3.0,0.0
4135,54,7.0,0.45454545454545453,2.0,1.0,0.0
4136,300,5.0,0.45454545454545453,0.0,0.0,0.0
4137,300,4.0,0.45454545454545453,6.0,5.0,0.0
4138,175,7.0,0.45454545454545453,2.0,5.0,1.0
4140,300,3.0,1.0,3.0,-2.0,1.0
4142,300,3.0,1.0,-1.0,-4.0,1.0
4143,300,2.0,1.0,0.0,-2.0,1.0
4144,300,5.0,0.6666666666666666,2.0,-2.0,1.0
4145,158,12.0,0.6666666666666666,2.0,1.0,1.0
4146,100,8.0,0.6666666666666666,1.0,-5.0,0.0
4147,300,10.0,0.5,4.0,5.0,1.0
4148,300,14.0,0.5,1.0,0.0,1.0
4149,300,3.0,0.5,1.0,-2.0,0.0
4150,300,6.0,0.5,4.0,4.0,0.0
4151,300,11.0,1.0,-5.0,-4.0,1.0
4152,17,6.0,1.0,-2.0,1.0,1.0
4155,24,6.0,0.6666666666666666,2.0,1.0,1.0
4156,256,12.0,0.6666666666666666,-3.0,-2.0,1.0
4157,21,4.0,0.6666666666666666,0.0,3.0,0.0
4158,300,15.0,1.0,1.0,0.0,1.0
4159,300,14.0,1.0,1.0,1.0,1.0
4160,177,11.0,1.0,-1.0,3.0,1.0
4161,75,20.0,1.0,0.0,2.0,1.0
4162,125,2.0,0.5,-4.0,-3.0,0.0
4163,283,3.0,0.5,0.0,0.0,1.0
4164,300,7.0,0.2857142857142857,3.0,0.0,1.0
4166,163,5.0,0.2857142857142857,6.0,3.0,0.0
4167,128,4.0,0.2857142857142857,5.0,3.0,0.0
4168,300,2.0,0.2857142857142857,2.0,-3.0,0.0
4169,171,2.0,0.2857142857142857,1.0,-2.0,0.0
4171,294,3.0,0.2857142857142857,0.0,-4.0,1.0
4172,300,9.0,1.0,4.0,6.0,1.0
4173,88,9.0,1.0,2.0,6.0,1.0
4174,300,12.0,0.5,0.0,-1.0,1.0
4175,300,4.0,0.5,2.0,2.0,0.0
4176,184,10.0,1.0,0.0,0.0,1.0
4177,48,5.0,1.0,1.0,-4.0,1.0
4178,61,2.0,1.0,1.0,-1.0,1.0
4179,300,3.0,1.0,0.0,1.0,1.0
4180,300,2.0,0.5,-1.0,-1.0,1.0
4181,300,3.0,0.5,2.0,3.0,1.0
4182,44,3.0,0.5,2.0,-1.0,0.0
4184,300,6.0,0.2,3.0,-2.0,0.0
4185,300,6.0,0.2,3.0,-3.0,0.0
4186,76,5.0,0.2,1.0,-3.0,1.0
4187,300,8.0,0.2,3.0,1.0,0.0
4188,135,5.0,0.2,2.0,-1.0,0.0
4189,117,8.0,0.6,-1.0,7.0,1.0
4190,300,5.0,0.6,-5.0,-2.0,0.0
4191,33,2.0,0.6,-2.0,2.0,1.0
