,time,fights_f1,win_proportion_f2,height_diff,reach_diff,outcome
3116,153,3.0,0.25,-1.0,1.0,0.0
3117,135,2.0,1.0,0.0,4.0,1.0
3118,300,19.0,0.5,-1.0,0.0,1.0
3119,126,18.0,0.5,1.0,3.0,0.0
3120,104,4.0,0.42857142857142855,-3.0,0.0,1.0
3121,87,3.0,0.42857142857142855,-4.0,-6.0,1.0
3122,49,4.0,0.42857142857142855,-7.0,-6.0,0.0
3123,256,11.0,0.42857142857142855,-5.0,-4.0,1.0
3124,300,2.0,0.42857142857142855,-3.0,1.0,0.0
3125,293,14.0,0.42857142857142855,-4.0,-3.0,0.0
3126,58,9.0,0.42857142857142855,-4.0,-1.0,0.0
3127,300,6.0,0.6666666666666666,-6.0,-4.0,1.0
3128,74,4.0,0.6666666666666666,-5.0,-7.0,0.0
3129,300,4.0,0.6666666666666666,-4.0,-4.0,1.0
3131,285,3.0,1.0,-1.0,-3.0,1.0
3132,300,5.0,1.0,1.0,-2.0,1.0
3133,188,3.0,0.5714285714285714,-2.0,2.0,1.0
3134,300,10.0,0.5714285714285714,2.0,2.0,0.0
3135,300,3.0,0.5714285714285714,-3.0,-2.0,1.0
3136,248,17.0,0.5714285714285714,-3.0,-1.0,1.0
3137,300,3.0,0.5714285714285714,-4.0,-3.0,0.0
3138,300,1.0,0.5714285714285714,1.0,1.0,0.0
3139,300,12.0,0.5714285714285714,-4.0,0.0,1.0
3140,152,4.0,1.0,3.0,2.0,1.0
3141,300,1.0,1.0,2.0,-1.0,1.0
3143,300,5.0,0.6666666666666666,-1.0,0.0,1.0
3144,300,4.0,0.6666666666666666,0.0,0.0,0.0
3145,232,9.0,0.6666666666666666,3.0,2.0,1.0
3146,300,4.0,0.6666666666666666,0.0,0.0,1.0
3148,300,2.0,0.6666666666666666,1.0,2.0,0.0
3149,300,14.0,1.0,1.0,1.0,1.0
3150,72,2.0,1.0,-4.0,-2.0,1.0
3151,142,2.0,1.0,3.0,3.0,1.0
3152,300,9.0,0.6666666666666666,1.0,2.0,1.0
3153,100,14.0,0.6666666666666666,-1.0,-3.0,0.0
3154,142,15.0,0.6666666666666666,2.0,5.0,1.0
3157,300,4.0,1.0,4.0,2.0,1.0
3158,289,7.0,1.0,3.0,0.0,1.0
3159,300,7.0,0.3333333333333333,-1.0,3.0,0.0
3160,204,5.0,0.3333333333333333,4.0,4.0,1.0
3161,69,8.0,0.3333333333333333,3.0,5.0,1.0
3162,300,7.0,0.3333333333333333,1.0,2.0,0.0
3163,300,4.0,0.3333333333333333,6.0,9.0,0.0
3165,300,4.0,1.0,-3.0,-4.0,1.0
3166,295,8.0,1.0,-4.0,-5.0,1.0
3167,283,10.0,1.0,-2.0,-3.0,1.0
3168,300,19.0,0.3,0.0,5.0,0.0
3169,300,7.0,0.3,4.0,6.0,0.0
3170,246,10.0,0.3,-1.0,4.0,0.0
3171,237,6.0,0.3,-1.0,0.0,0.0
3172,145,18.0,0.3,-2.0,0.0,1.0
3173,300,5.0,0.3,-1.0,2.0,0.0
3174,300,16.0,0.3,-3.0,-1.0,1.0
3175,300,19.0,0.3,0.0,5.0,1.0
3176,129,6.0,0.3,-2.0,1.0,0.0
3177,300,6.0,0.3,0.0,1.0,0.0
3178,300,7.0,0.6666666666666666,4.0,0.0,1.0
3179,50,4.0,0.6666666666666666,2.0,-2.0,0.0
3180,300,8.0,0.6666666666666666,6.0,2.0,1.0
3181,142,9.0,0.3333333333333333,1.0,4.0,1.0
3182,195,9.0,0.3333333333333333,0.0,2.0,0.0
3183,300,20.0,0.3333333333333333,0.0,1.0,0.0
3184,84,5.0,0.3333333333333333,1.0,2.0,0.0
3185,222,20.0,0.3333333333333333,0.0,3.0,1.0
3186,300,5.0,0.3333333333333333,2.0,0.0,0.0
3187,213,3.0,1.0,-5.0,-4.0,1.0
3188,30,9.0,1.0,-3.0,-2.0,1.0
3189,300,1.0,1.0,-2.0,-2.0,1.0
3191,232,14.0,1.0,1.0,3.0,1.0
3192,300,4.0,0.8333333333333334,-1.0,2.0,1.0
3193,300,4.0,0.8333333333333334,1.0,5.0,1.0
3194,300,6.0,0.8333333333333334,2.0,2.0,1.0
3195,66,3.0,0.8333333333333334,-3.0,-3.0,0.0
3196,300,7.0,0.8333333333333334,-3.0,-5.0,1.0
3197,300,3.0,0.8333333333333334,0.0,2.0,1.0
3198,300,3.0,1.0,-2.0,-4.0,1.0
3199,300,2.0,0.0,-1.0,1.0,0.0
3200,158,14.0,0.0,-1.0,7.0,0.0
3201,83,11.0,0.0,-4.0,-3.0,0.0
3202,77,2.0,0.0,0.0,0.0,0.0
3203,300,2.0,1.0,0.0,-2.0,1.0
3204,300,6.0,1.0,2.0,0.0,1.0
3205,300,2.0,1.0,2.0,-1.0,1.0
3206,300,10.0,1.0,2.0,0.0,1.0
3207,300,1.0,0.6666666666666666,-2.0,-1.0,1.0
3208,39,12.0,0.6666666666666666,-3.0,0.0,1.0
3209,26,2.0,0.6666666666666666,-3.0,0.0,0.0
3210,300,6.0,1.0,-3.0,-3.0,1.0
3211,300,6.0,1.0,0.0,-3.0,1.0
3212,300,8.0,0.6666666666666666,-2.0,-1.0,1.0
3213,233,5.0,0.6666666666666666,-2.0,6.0,1.0
3214,300,4.0,0.6666666666666666,-1.0,-2.0,0.0
3215,90,6.0,0.6666666666666666,-4.0,0.0,0.0
3216,112,3.0,0.6666666666666666,0.0,1.0,1.0
3217,27,1.0,0.6666666666666666,-1.0,4.0,1.0
3218,300,5.0,1.0,4.0,2.0,1.0
3219,300,4.0,1.0,1.0,1.0,1.0
3220,155,5.0,1.0,-1.0,-2.0,1.0
3221,249,6.0,1.0,0.0,3.0,1.0
3222,253,9.0,1.0,-1.0,-6.0,1.0
3223,300,5.0,1.0,-3.0,-6.0,1.0
3224,300,7.0,1.0,-2.0,-5.0,1.0
3225,300,13.0,0.4,-6.0,-4.0,0.0
3226,300,24.0,0.4,-1.0,-1.0,0.0
3227,300,5.0,0.4,-2.0,2.0,1.0
3228,8,5.0,0.4,1.0,1.0,0.0
3229,300,5.0,0.4,-3.0,-3.0,1.0
3230,45,4.0,0.6666666666666666,0.0,0.0,1.0
3231,300,3.0,0.6666666666666666,-4.0,-5.0,1.0
3232,58,2.0,0.6666666666666666,-2.0,0.0,0.0
3233,300,6.0,1.0,-2.0,-8.0,1.0
3234,300,5.0,1.0,3.0,0.0,1.0
3235,300,4.0,1.0,1.0,-2.0,1.0
3236,16,3.0,0.5,3.0,5.0,1.0
3237,153,6.0,0.5,1.0,-1.0,0.0
3238,265,9.0,0.3333333333333333,-2.0,0.0,1.0
3239,300,11.0,0.3333333333333333,0.0,1.0,0.0
3240,30,4.0,0.3333333333333333,4.0,2.0,0.0
3241,300,5.0,0.6,-1.0,-4.0,1.0
3242,300,6.0,0.6,-1.0,-4.0,0.0
3243,300,8.0,0.6,0.0,-3.0,1.0
3244,300,1.0,0.6,-2.0,0.0,0.0
3245,262,8.0,0.6,-2.0,-4.0,1.0
3246,187,8.0,0.6,3.0,2.0,1.0
3247,300,4.0,0.6,1.0,-1.0,1.0
3248,300,7.0,0.6,-1.0,-2.0,0.0
3249,300,1.0,0.6,-1.0,-4.0,0.0
3250,270,4.0,0.6,5.0,1.0,1.0
3251,300,3.0,1.0,1.0,4.0,1.0
3252,300,18.0,0.0,0.0,1.0,0.0
3253,166,5.0,0.0,-1.0,0.0,0.0
3254,300,10.0,0.0,-1.0,0.0,0.0
3255,287,13.0,0.0,1.0,2.0,0.0
3256,67,11.0,0.6,-3.0,-1.0,1.0
3257,123,2.0,0.6,-2.0,-1.0,1.0
3258,60,6.0,0.6,-2.0,0.0,0.0
3259,159,7.0,0.6,4.0,5.0,1.0
3261,300,8.0,1.0,-3.0,-5.0,1.0
3262,300,3.0,1.0,0.0,-2.0,1.0
3263,59,12.0,1.0,-2.0,-2.0,1.0
3264,218,6.0,0.6666666666666666,4.0,6.0,1.0
3265,105,11.0,0.6666666666666666,-1.0,6.0,1.0
3266,171,4.0,0.6666666666666666,0.0,3.0,0.0
3267,300,6.0,1.0,3.0,3.0,1.0
3269,33,2.0,1.0,4.0,1.0,1.0
3270,300,2.0,0.6666666666666666,-7.0,-3.0,1.0
3271,229,7.0,0.6666666666666666,1.0,6.0,1.0
3272,178,14.0,0.6666666666666666,1.0,3.0,0.0
3273,300,6.0,0.0,-3.0,1.0,0.0
3274,300,12.0,0.0,-4.0,-1.0,0.0
3275,300,8.0,0.0,0.0,1.0,0.0
3276,208,5.0,0.0,0.0,2.0,0.0
3277,287,10.0,1.0,0.0,1.0,1.0
3278,300,2.0,1.0,-7.0,-3.0,1.0
3279,296,6.0,0.6,-4.0,-7.0,0.0
3280,83,6.0,0.6,1.0,2.0,1.0
3281,300,11.0,0.6,-2.0,-3.0,1.0
3282,300,4.0,0.6,0.0,-5.0,0.0
3283,300,9.0,0.6,2.0,-2.0,1.0
3284,119,2.0,1.0,2.0,1.0,1.0
3285,227,13.0,0.2727272727272727,-1.0,-7.0,1.0
3286,138,19.0,0.2727272727272727,2.0,-2.0,0.0
3287,277,10.0,0.2727272727272727,4.0,-2.0,0.0
3288,192,18.0,0.2727272727272727,0.0,-7.0,0.0
3289,246,14.0,0.2727272727272727,2.0,-4.0,0.0
3290,300,6.0,0.2727272727272727,0.0,-6.0,0.0
3291,206,7.0,0.2727272727272727,3.0,-2.0,1.0
3292,300,9.0,0.2727272727272727,-3.0,-10.0,0.0
3293,300,3.0,0.2727272727272727,2.0,-4.0,0.0
3294,300,1.0,0.2727272727272727,1.0,-7.0,0.0
3295,300,8.0,0.2727272727272727,1.0,-7.0,1.0
3296,300,6.0,0.0,1.0,-1.0,0.0
3297,254,9.0,0.0,0.0,-5.0,0.0
3298,300,18.0,0.0,4.0,0.0,0.0
3300,300,4.0,1.0,-2.0,0.0,1.0
3301,131,7.0,1.0,0.0,5.0,1.0
3302,300,5.0,1.0,0.0,0.0,1.0
3303,253,11.0,0.75,-1.0,0.0,1.0
3304,300,7.0,0.75,0.0,1.0,1.0
3305,168,5.0,0.75,0.0,4.0,1.0
3306,138,6.0,0.75,0.0,1.0,0.0
3307,300,12.0,1.0,0.0,2.0,1.0
3308,300,14.0,1.0,0.0,-1.0,1.0
3309,300,8.0,1.0,3.0,4.0,1.0
3310,300,6.0,0.0,-6.0,-2.0,0.0
3311,300,12.0,0.25,0.0,-5.0,0.0
3312,49,4.0,0.25,0.0,1.0,0.0
3313,265,5.0,0.25,0.0,0.0,0.0
3314,130,9.0,0.25,0.0,1.0,0.0
3315,299,14.0,0.25,1.0,-1.0,1.0
3316,230,6.0,0.25,0.0,-1.0,0.0
3317,131,9.0,0.25,0.0,1.0,1.0
3318,300,4.0,0.25,2.0,-2.0,0.0
3319,135,4.0,1.0,3.0,6.0,1.0
3320,238,4.0,1.0,0.0,0.0,1.0
3322,255,12.0,1.0,-2.0,-1.0,1.0
3323,132,27.0,1.0,-6.0,-3.0,1.0
3324,131,4.0,1.0,-7.0,-3.0,1.0
3325,105,11.0,1.0,-6.0,-4.0,1.0
3326,66,2.0,1.0,0.0,9.0,1.0
3327,300,3.0,1.0,-2.0,0.0,1.0
3328,300,4.0,1.0,0.0,2.0,1.0
3329,300,1.0,0.75,0.0,1.0,1.0
3330,300,7.0,0.75,1.0,0.0,1.0
3331,299,8.0,0.75,2.0,3.0,0.0
3332,300,2.0,0.75,4.0,0.0,1.0
3333,178,6.0,0.3333333333333333,-1.0,-2.0,0.0
3334,300,4.0,0.3333333333333333,2.0,3.0,0.0
3335,300,7.0,0.3333333333333333,0.0,-2.0,1.0
3336,300,7.0,1.0,3.0,2.0,1.0
3337,221,2.0,1.0,1.0,0.0,1.0
3338,300,11.0,1.0,1.0,0.0,1.0
3339,172,16.0,0.6,-2.0,-4.0,0.0
3340,300,8.0,0.6,-1.0,0.0,1.0
3341,300,9.0,0.6,-4.0,-6.0,1.0
3342,300,8.0,0.6,-2.0,0.0,1.0
3343,300,9.0,0.6,-4.0,-3.0,0.0
3344,295,8.0,0.6,2.0,3.0,0.0
3345,300,15.0,0.6,1.0,4.0,1.0
3346,52,10.0,0.6,3.0,3.0,0.0
3347,128,21.0,0.6,-1.0,0.0,1.0
3348,300,19.0,0.6,-3.0,-2.0,1.0
3349,300,9.0,0.3333333333333333,3.0,2.0,1.0
3350,300,9.0,0.3333333333333333,-3.0,-6.0,0.0
3351,300,1.0,0.3333333333333333,-3.0,-5.0,0.0
3354,85,10.0,0.4,2.0,4.0,1.0
3355,300,4.0,0.4,2.0,3.0,0.0
3356,300,12.0,0.4,0.0,1.0,1.0
3357,300,12.0,0.4,3.0,5.0,0.0
3359,300,8.0,0.5,3.0,2.0,1.0
3360,257,13.0,0.5,0.0,4.0,0.0
3361,195,2.0,0.5,0.0,1.0,0.0
3362,300,20.0,0.5,2.0,0.0,1.0
3363,300,8.0,0.0,-2.0,-2.0,0.0
3364,300,16.0,0.0,-1.0,3.0,0.0
3365,175,8.0,0.0,-5.0,0.0,0.0
3366,219,2.0,0.0,-4.0,-5.0,0.0
3367,29,2.0,0.0,-1.0,-1.0,0.0
3368,300,8.0,0.5,-2.0,-2.0,1.0
3369,300,3.0,0.5,0.0,-1.0,0.0
3370,121,1.0,0.5,2.0,2.0,0.0
3371,300,4.0,0.5,-2.0,-2.0,1.0
3372,300,9.0,0.75,0.0,0.0,1.0
3373,299,7.0,0.75,5.0,3.0,1.0
3374,300,21.0,0.75,-1.0,-1.0,1.0
3376,282,2.0,0.5,-1.0,2.0,1.0
3377,300,3.0,0.5,-3.0,-1.0,0.0
3378,155,9.0,0.5,-3.0,-3.0,1.0
3379,257,10.0,0.5,-5.0,-6.0,0.0
3380,214,7.0,0.5714285714285714,0.0,0.0,1.0
3381,193,7.0,0.5714285714285714,1.0,-1.0,1.0
3382,154,11.0,0.5714285714285714,1.0,2.0,0.0
3383,177,9.0,0.5714285714285714,1.0,-1.0,1.0
3384,300,3.0,0.5714285714285714,-1.0,-1.0,0.0
3385,300,8.0,0.5714285714285714,1.0,0.0,1.0
3386,300,5.0,0.5714285714285714,-1.0,0.0,0.0
3387,300,11.0,0.0,-3.0,-3.0,0.0
3388,300,2.0,0.0,-4.0,-3.0,0.0
3389,300,9.0,0.0,-4.0,-2.0,0.0
3390,262,2.0,0.0,-3.0,-4.0,0.0
3391,300,4.0,0.25,0.0,-1.0,1.0
3392,300,10.0,0.25,1.0,4.0,0.0
3393,222,1.0,0.25,1.0,4.0,0.0
3395,38,5.0,0.5,4.0,1.0,1.0
3396,238,2.0,0.5,1.0,2.0,0.0
3397,39,8.0,0.4444444444444444,0.0,2.0,0.0
3398,41,8.0,0.4444444444444444,-1.0,3.0,0.0
3399,150,4.0,0.4444444444444444,-1.0,2.0,1.0
3400,141,3.0,0.4444444444444444,-2.0,-3.0,0.0
3401,272,6.0,0.4444444444444444,0.0,0.0,1.0
3402,300,8.0,0.4444444444444444,-1.0,-1.0,0.0
3403,300,14.0,0.4444444444444444,-2.0,3.0,1.0
3404,53,4.0,0.4444444444444444,-1.0,-1.0,0.0
3405,47,9.0,0.4444444444444444,-1.0,2.0,1.0
3406,299,4.0,0.6666666666666666,2.0,1.0,1.0
3407,39,13.0,0.6666666666666666,0.0,1.0,1.0
3408,300,6.0,0.6666666666666666,2.0,1.0,0.0
3409,26,8.0,1.0,3.0,6.0,1.0
3410,300,8.0,0.42857142857142855,1.0,1.0,1.0
3411,185,10.0,0.42857142857142855,0.0,1.0,1.0
3412,300,24.0,0.42857142857142855,3.0,0.0,1.0
3413,300,14.0,0.42857142857142855,0.0,-1.0,0.0
3414,300,2.0,0.42857142857142855,2.0,3.0,0.0
3415,62,9.0,0.42857142857142855,1.0,2.0,0.0
3416,300,17.0,0.42857142857142855,0.0,0.0,0.0
3417,300,6.0,0.3333333333333333,-3.0,-3.0,0.0
3418,67,6.0,0.3333333333333333,-1.0,-4.0,1.0
3419,300,17.0,0.3333333333333333,-2.0,-5.0,1.0
3420,131,10.0,0.3333333333333333,0.0,-2.0,0.0
3421,230,2.0,0.3333333333333333,-1.0,-4.0,0.0
3422,300,1.0,0.3333333333333333,3.0,0.0,0.0
3424,91,14.0,0.5,0.0,0.0,1.0
3425,193,12.0,0.5,3.0,4.0,1.0
3426,218,3.0,0.5,2.0,4.0,0.0
3427,157,5.0,0.5,2.0,2.0,1.0
3428,300,2.0,0.5,-2.0,-3.0,0.0
3429,300,5.0,0.6666666666666666,-4.0,0.0,1.0
3430,300,1.0,0.6666666666666666,-1.0,-1.0,0.0
3431,300,6.0,0.6666666666666666,-4.0,1.0,1.0
3432,197,17.0,0.25,-1.0,-1.0,0.0
3433,33,6.0,0.25,-2.0,1.0,0.0
3434,300,12.0,0.25,-3.0,-1.0,0.0
3435,300,17.0,0.25,-1.0,-1.0,1.0
3436,55,10.0,0.3333333333333333,1.0,1.0,1.0
3437,300,7.0,0.3333333333333333,-1.0,-5.0,0.0
3438,300,8.0,0.3333333333333333,0.0,-2.0,0.0
3439,148,4.0,0.5,2.0,4.0,0.0
3440,153,2.0,0.5,-2.0,2.0,1.0
3441,300,17.0,0.5714285714285714,-1.0,0.0,1.0
3442,300,3.0,0.5714285714285714,-1.0,-1.0,0.0
3443,300,13.0,0.5714285714285714,0.0,2.0,1.0
3444,300,17.0,0.5714285714285714,-1.0,0.0,1.0
3445,300,4.0,0.5714285714285714,2.0,1.0,0.0
3446,300,9.0,0.5714285714285714,1.0,1.0,1.0
3448,300,14.0,1.0,-2.0,-6.0,1.0
3449,300,8.0,0.42857142857142855,-5.0,-6.0,0.0
3450,300,13.0,0.42857142857142855,-1.0,-3.0,0.0
3451,85,16.0,0.42857142857142855,0.0,1.0,1.0
3452,185,8.0,0.42857142857142855,-2.0,0.0,1.0
3453,300,17.0,0.42857142857142855,-2.0,-3.0,1.0
3454,300,6.0,0.42857142857142855,-2.0,-4.0,0.0
3455,300,8.0,0.42857142857142855,-1.0,-1.0,0.0
3456,300,3.0,0.6,3.0,3.0,1.0
3457,251,2.0,0.6,3.0,1.0,0.0
3458,300,6.0,0.6,-4.0,-1.0,1.0
3459,300,9.0,0.6,3.0,3.0,1.0
3460,42,8.0,0.6,0.0,1.0,0.0
3461,300,7.0,0.0,-1.0,7.0,0.0
3462,300,8.0,0.0,1.0,4.0,0.0
3463,214,15.0,0.0,0.0,1.0,0.0
3464,99,16.0,0.0,-2.0,-1.0,0.0
3465,300,2.0,0.0,0.0,3.0,0.0
3466,300,10.0,0.375,2.0,2.0,1.0
3467,300,17.0,0.375,-2.0,-4.0,0.0
3468,300,4.0,0.375,-2.0,-5.0,1.0
3469,300,9.0,0.375,0.0,-3.0,0.0
3470,300,7.0,0.375,-3.0,-5.0,0.0
3471,300,1.0,0.375,3.0,2.0,0.0
3472,279,18.0,0.375,4.0,4.0,1.0
3473,300,4.0,0.375,3.0,1.0,0.0
3474,300,6.0,0.75,1.0,3.0,1.0
3475,300,4.0,0.75,6.0,3.0,1.0
3476,300,6.0,0.75,0.0,0.0,0.0
3477,300,7.0,0.75,2.0,-1.0,1.0
3478,300,5.0,0.6,-1.0,-5.0,1.0
3479,110,17.0,0.6,-2.0,-3.0,1.0
3480,177,3.0,0.6,0.0,2.0,0.0
3481,300,6.0,0.6,-2.0,-4.0,0.0
3482,259,14.0,0.6,-1.0,-2.0,1.0
3483,43,17.0,0.75,-2.0,-3.0,1.0
3484,174,16.0,0.75,0.0,1.0,1.0
3485,300,8.0,0.75,-5.0,-6.0,1.0
3486,247,6.0,0.75,-2.0,-3.0,0.0
3487,300,6.0,0.6,-1.0,0.0,1.0
3488,103,13.0,0.6,0.0,2.0,1.0
3489,49,11.0,0.6,2.0,1.0,0.0
3490,281,10.0,0.6,4.0,3.0,1.0
3491,299,2.0,0.6,0.0,0.0,0.0
3492,300,13.0,0.0,-4.0,-6.0,0.0
3493,300,20.0,0.0,1.0,-4.0,0.0
3494,300,11.0,0.0,-1.0,-4.0,0.0
3495,159,11.0,0.5,-2.0,-3.0,1.0
3496,300,7.0,0.5,-1.0,3.0,0.0
3497,300,10.0,0.5,-1.0,1.0,0.0
3498,300,17.0,0.5,-3.0,-2.0,1.0
3499,112,5.0,0.5,0.0,0.0,0.0
3500,300,10.0,0.5,-1.0,1.0,1.0
3502,290,5.0,0.6666666666666666,4.0,3.0,1.0
3503,300,8.0,0.6666666666666666,-1.0,-1.0,1.0
3504,300,4.0,0.6666666666666666,2.0,3.0,0.0
3505,78,16.0,1.0,1.0,-2.0,1.0
3506,252,3.0,1.0,-2.0,-7.0,1.0
3507,45,9.0,0.0,0.0,-3.0,0.0
3508,102,14.0,0.0,0.0,-3.0,0.0
3509,92,20.0,0.0,-1.0,-6.0,0.0
3510,300,2.0,0.5,4.0,-4.0,0.0
3511,216,5.0,0.5,5.0,2.0,1.0
3512,138,9.0,0.625,-5.0,-4.0,1.0
3513,244,3.0,0.625,-5.0,-3.0,0.0
3514,270,13.0,0.625,-5.0,-4.0,1.0
3515,199,4.0,0.625,-3.0,-5.0,0.0
3516,300,6.0,0.625,-6.0,-6.0,1.0
3517,86,4.0,0.625,-4.0,2.0,1.0
3518,253,2.0,0.625,-3.0,-2.0,1.0
3519,66,6.0,0.625,-1.0,0.0,0.0
3520,300,7.0,0.25,-2.0,-4.0,0.0
3522,236,4.0,0.25,-1.0,-2.0,1.0
3524,300,6.0,0.6666666666666666,4.0,5.0,1.0
3525,147,9.0,0.6666666666666666,1.0,-1.0,1.0
3527,117,4.0,1.0,-3.0,-2.0,1.0
3528,300,2.0,0.3333333333333333,0.0,1.0,0.0
3529,300,3.0,0.3333333333333333,-1.0,0.0,0.0
3530,300,9.0,0.3333333333333333,-1.0,-1.0,1.0
3531,300,3.0,0.75,0.0,-3.0,1.0
3532,110,2.0,0.75,0.0,-2.0,1.0
3534,300,6.0,0.75,-2.0,-3.0,1.0
3535,291,12.0,0.0,-3.0,-3.0,0.0
3536,300,14.0,0.0,-3.0,-6.0,0.0
3537,217,1.0,0.0,-1.0,0.0,0.0
3538,300,7.0,1.0,-3.0,-2.0,1.0
3539,300,17.0,1.0,1.0,8.0,1.0
3540,300,19.0,1.0,-1.0,5.0,1.0
3541,160,10.0,0.6666666666666666,1.0,1.0,1.0
3542,300,7.0,0.6666666666666666,1.0,3.0,1.0
3543,292,3.0,0.6666666666666666,0.0,-1.0,1.0
3544,72,13.0,0.6666666666666666,0.0,0.0,1.0
3545,45,2.0,0.6666666666666666,-1.0,-2.0,0.0
3546,294,16.0,0.6666666666666666,1.0,4.0,1.0
3547,300,7.0,0.6666666666666666,0.0,3.0,0.0
3548,300,4.0,0.6666666666666666,2.0,3.0,0.0
3549,79,4.0,0.6666666666666666,-3.0,-4.0,1.0
3550,300,4.0,0.5,3.0,-1.0,0.0
3551,294,6.0,0.5,2.0,0.0,1.0
3552,14,1.0,0.0,-4.0,0.0,0.0
3553,300,3.0,0.6666666666666666,-1.0,-3.0,1.0
3554,300,10.0,0.6666666666666666,-1.0,-1.0,1.0
3555,300,4.0,0.6666666666666666,1.0,1.0,0.0
3556,300,6.0,0.6666666666666666,1.0,2.0,0.0
3557,187,17.0,0.6666666666666666,-1.0,-2.0,1.0
3558,275,12.0,0.6666666666666666,-2.0,-1.0,1.0
3559,206,4.0,1.0,-1.0,-4.0,1.0
3560,250,18.0,0.6363636363636364,-1.0,0.0,1.0
3561,300,15.0,0.6363636363636364,0.0,1.0,0.0
3562,300,16.0,0.6363636363636364,-2.0,-1.0,0.0
3563,186,19.0,0.6363636363636364,1.0,5.0,1.0
3564,229,24.0,0.6363636363636364,3.0,3.0,1.0
3565,300,13.0,0.6363636363636364,-2.0,0.0,1.0
3566,300,10.0,0.6363636363636364,0.0,1.0,0.0
3567,300,6.0,0.6363636363636364,0.0,2.0,1.0
3568,178,9.0,0.6363636363636364,-1.0,1.0,1.0
3569,300,1.0,0.6363636363636364,-4.0,-3.0,1.0
3570,300,5.0,0.6363636363636364,-4.0,-2.0,0.0
3571,300,9.0,0.7142857142857143,4.0,7.0,1.0
3572,300,6.0,0.7142857142857143,5.0,5.0,1.0
3573,300,11.0,0.7142857142857143,0.0,-2.0,1.0
3574,87,2.0,0.7142857142857143,2.0,3.0,1.0
3575,300,4.0,0.7142857142857143,3.0,1.0,0.0
3576,108,6.0,0.7142857142857143,3.0,3.0,0.0
3577,300,7.0,0.7142857142857143,5.0,4.0,1.0
3578,81,5.0,1.0,0.0,0.0,1.0
3579,61,6.0,1.0,1.0,2.0,1.0
3580,293,2.0,1.0,-1.0,1.0,1.0
3581,300,1.0,0.75,-1.0,0.0,1.0
3582,300,12.0,0.75,5.0,5.0,1.0
3583,39,6.0,0.75,3.0,3.0,0.0
3584,300,4.0,0.75,3.0,4.0,1.0
3585,300,1.0,0.4444444444444444,-2.0,0.0,1.0
3586,300,9.0,0.4444444444444444,-1.0,1.0,0.0
3587,300,11.0,0.4444444444444444,-1.0,-1.0,1.0
3588,62,10.0,0.4444444444444444,-1.0,-2.0,1.0
3589,300,5.0,0.4444444444444444,1.0,2.0,0.0
3590,39,9.0,0.4444444444444444,-1.0,2.0,0.0
3591,300,9.0,0.4444444444444444,-2.0,-2.0,1.0
3592,300,5.0,0.4444444444444444,-5.0,-3.0,0.0
3594,300,8.0,0.25,-3.0,-2.0,1.0
3595,300,6.0,0.25,-1.0,-5.0,0.0
3596,300,1.0,0.25,-3.0,-9.0,0.0
3597,300,3.0,0.25,0.0,-4.0,0.0
3598,42,1.0,0.0,-5.0,-5.0,0.0
3599,300,3.0,0.0,1.0,-3.0,0.0
3600,300,3.0,1.0,-2.0,-3.0,1.0
3601,300,2.0,1.0,-1.0,-3.0,1.0
3602,300,6.0,1.0,3.0,1.0,1.0
3603,300,4.0,1.0,-2.0,-7.0,1.0
3604,300,6.0,1.0,1.0,2.0,1.0
3605,300,9.0,1.0,0.0,1.0,1.0
3606,300,14.0,1.0,-4.0,-4.0,1.0
3607,272,21.0,1.0,1.0,4.0,1.0
3608,89,27.0,0.5714285714285714,-4.0,0.0,1.0
3609,300,5.0,0.5714285714285714,2.0,2.0,1.0
3610,276,4.0,0.5714285714285714,-2.0,2.0,0.0
3611,300,7.0,0.5714285714285714,0.0,2.0,1.0
3612,300,4.0,0.5714285714285714,-3.0,-6.0,0.0
3613,128,4.0,0.5714285714285714,0.0,1.0,1.0
3615,300,2.0,0.3333333333333333,3.0,4.0,0.0
3616,300,3.0,0.3333333333333333,2.0,6.0,1.0
3617,300,3.0,0.3333333333333333,3.0,6.0,0.0
3618,282,9.0,1.0,-1.0,-1.0,1.0
3619,114,2.0,1.0,-2.0,0.0,1.0
3620,148,5.0,0.5,3.0,1.0,1.0
3621,300,1.0,0.5,-1.0,0.0,0.0
3622,61,5.0,0.6,2.0,-1.0,1.0
3623,300,7.0,0.6,-3.0,-6.0,1.0
3624,119,11.0,0.6,-3.0,-3.0,0.0
3625,25,2.0,0.6,-3.0,-5.0,0.0
3626,300,12.0,0.6,-3.0,-4.0,1.0
3627,69,5.0,0.6666666666666666,2.0,1.0,1.0
3628,261,4.0,0.6666666666666666,0.0,3.0,1.0
3629,151,3.0,0.6666666666666666,1.0,4.0,0.0
3632,300,11.0,0.5,-3.0,-3.0,1.0
3633,72,6.0,0.5,-4.0,-3.0,0.0
3634,300,4.0,0.5,-1.0,-5.0,1.0
3635,236,2.0,0.5,-2.0,-2.0,0.0
3636,300,6.0,0.5,0.0,-3.0,1.0
3637,300,4.0,0.5,-3.0,-4.0,0.0
3638,300,11.0,0.6666666666666666,-1.0,-6.0,1.0
3639,300,7.0,0.6666666666666666,0.0,0.0,1.0
3640,30,3.0,0.6666666666666666,-1.0,-6.0,0.0
3641,226,2.0,0.5,2.0,0.0,1.0
3642,175,1.0,0.5,-1.0,-3.0,0.0
