,outcome,round_x,time,L_f1,W_f1,fights_f1,L_f2,W_f2,fights_f2,height_x,reach_x,height_y,reach_y,kd,subatt,rev,ctrl,sigster_throw,sigster_land,total_str_throw,total_str_land,td_throw,td_land,head_throw,head_land,body_throw,body_land,leg_throw,leg_land,distance_throw,distance_land,clinch_throw,clinch_land,ground_throw,ground_land,weightclass_flw,weightclass_ftw,weightclass_hw,weightclass_lhw,weightclass_lw,weightclass_mw,weightclass_wbw,weightclass_wflw,weightclass_wsw,weightclass_ww,method_dec_spl,method_dec_una,method_dq,method_ko_tko,method_sub,method_tko_doc,stance_x_Orthodox,stance_x_Southpaw,stance_x_Switch,stance_y_Orthodox,stance_y_Southpaw,stance_y_Switch
811,1.0,3,300,0.0,4.0,4.0,3.0,1.0,4.0,65.0,67.0,68.0,70.0,0.07407407407407407,-0.09523809523809523,-0.10582010582010581,38.62433862433863,8.13227513227513,11.650793650793652,16.27513227513228,19.74603174603174,0.07407407407407407,-0.11111111111111116,10.904761904761905,19.40740740740741,-3.8359788359788354,-8.291005291005291,1.0634920634920642,0.5343915343915349,4.904761904761905,7.43386243386243,1.3544973544973544,1.4179894179894181,1.873015873015873,2.798941798941799,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
813,0.0,3,300,5.0,2.0,7.0,2.0,4.0,6.0,65.0,64.0,67.0,66.0,0.0,0.04849498327759197,0.04849498327759197,64.0267558528428,-6.285953177257525,-14.505016722408023,-8.364548494983278,-17.469899665551843,0.4063545150501672,0.8327759197324416,-5.396321070234112,-13.397993311036789,-1.9147157190635453,-2.5334448160535112,1.0250836120401337,1.4264214046822743,-6.488294314381271,-14.362876254180605,-2.0852842809364547,-2.8662207357859533,2.287625418060201,2.7240802675585285,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
814,1.0,3,300,1.0,3.0,4.0,2.0,4.0,6.0,67.0,68.0,67.0,66.0,0.07692307692307693,0.038461538461538464,0.11538461538461539,9.46153846153846,-12.653846153846153,-23.0,-11.461538461538463,-22.11538461538462,0.038461538461538464,0.07692307692307693,-9.269230769230766,-18.538461538461537,-2.576923076923077,-3.7307692307692304,-0.8076923076923079,-0.7307692307692306,-10.76923076923077,-20.57692307692308,-2.0384615384615383,-2.384615384615385,0.15384615384615385,-0.038461538461538436,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
815,0.0,3,300,3.0,1.0,4.0,2.0,4.0,6.0,65.0,64.0,67.0,66.0,0.0,-0.038461538461538464,0.022144522144522144,-6.750582750582751,-3.6864801864801855,-2.5524475524475534,-4.53846153846154,-5.124708624708624,0.0058275058275058245,0.282051282051282,-5.416083916083915,-6.009324009324004,0.28554778554778526,0.9382284382284389,1.4440559440559437,2.518648018648019,-1.55944055944056,-0.03613053613053552,-1.7097902097902096,-1.843822843822844,-0.4172494172494172,-0.6724941724941724,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
816,0.0,3,300,3.0,4.0,7.0,2.0,4.0,6.0,64.0,67.0,67.0,66.0,0.03571428571428571,0.06868131868131867,0.03296703296703296,58.3543956043956,-3.1648351648351642,-0.7115384615384599,-3.9313186813186825,-2.8736263736263794,0.4917582417582417,0.9725274725274726,-1.3543956043956022,1.0274725274725327,-1.0824175824175826,-1.0769230769230766,-0.7280219780219783,-0.662087912087912,-3.95879120879121,-2.706043956043956,-2.953296703296703,-3.656593406593407,3.7472527472527473,5.6510989010989015,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
817,1.0,3,300,3.0,3.0,6.0,2.0,4.0,6.0,68.0,68.0,67.0,66.0,0.0,0.167420814479638,-0.038461538461538464,50.079185520361996,-8.690045248868778,-11.814479638009047,-4.597285067873305,-7.9660633484162915,0.3846153846153846,0.7330316742081449,-5.196832579185518,-7.027149321266968,-2.4773755656108603,-3.8122171945701355,-1.0158371040723984,-0.9751131221719456,-7.364253393665159,-9.472850678733032,-1.6696832579185519,-2.398190045248869,0.3438914027149321,0.0565610859728507,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
818,0.0,3,300,4.0,2.0,6.0,2.0,4.0,6.0,67.0,65.0,67.0,66.0,0.06666666666666667,-0.005128205128205131,0.028205128205128202,33.62820512820513,-10.807692307692307,-25.028205128205126,-6.471794871794874,-20.5974358974359,0.051282051282051266,0.21538461538461534,-10.094871794871793,-23.248717948717946,0.47948717948717956,-0.6769230769230763,-1.1923076923076925,-1.1025641025641024,-13.623076923076923,-28.11794871794872,1.3205128205128212,1.2743589743589743,1.494871794871795,1.8153846153846156,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
820,1.0,3,261,5.0,2.0,7.0,2.0,0.0,2.0,65.0,64.0,64.0,63.0,0.0,0.08695652173913043,0.08695652173913043,71.89855072463769,8.688405797101447,10.123188405797105,11.340579710144928,13.927536231884059,0.18840579710144928,-0.7826086956521738,7.398550724637681,9.217391304347824,0.9057971014492756,0.8768115942028989,0.3840579710144927,0.02898550724637694,3.7681159420289863,4.188405797101449,2.0942028985507246,2.3260869565217392,2.8260869565217392,3.608695652173913,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
821,1.0,3,300,0.0,3.0,3.0,2.0,0.0,2.0,64.0,66.0,64.0,63.0,0.0,0.45454545454545453,0.0,109.87878787878788,17.53030303030303,24.984848484848488,34.348484848484844,45.93939393939394,0.7575757575757576,-0.2727272727272727,15.651515151515149,24.363636363636367,1.6212121212121213,0.7424242424242427,0.25757575757575735,-0.1212121212121211,7.242424242424242,12.121212121212121,1.3787878787878787,1.5,8.909090909090908,11.363636363636363,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
822,0.0,3,300,5.0,2.0,7.0,4.0,3.0,7.0,65.0,64.0,66.0,66.0,0.0,-0.05887681159420291,0.08695652173913043,67.00271739130434,-1.1240942028985508,-15.793478260869563,-1.6594202898550705,-15.509963768115945,0.3342391304347826,0.7590579710144929,0.37771739130434767,-13.532608695652176,-1.3858695652173911,-1.8940217391304346,-0.11594202898550732,-0.36684782608695654,-3.0235507246376816,-17.66576086956522,-0.42663043478260887,-1.1322463768115942,2.3260869565217392,3.0045289855072466,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
823,1.0,3,300,3.0,7.0,10.0,4.0,3.0,7.0,66.0,68.0,66.0,66.0,0.0,0.09100877192982454,0.13157894736842105,51.569078947368425,1.1962719298245617,-7.881578947368418,13.32456140350877,6.834429824561404,0.1282894736842105,0.22587719298245618,-1.213815789473685,-10.618421052631579,-0.5723684210526314,-0.8059210526315788,2.982456140350877,3.542763157894737,-0.5635964912280702,-10.29276315789474,-0.2927631578947367,-0.32675438596491224,2.0526315789473686,2.737938596491228,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
