,time,fights_f1,win_proportion_f2,height_diff,reach_diff,kd,ctrl,sigster_throw,sigster_land,total_str_throw,td_land,leg_throw,weightclass_hw,weightclass_lhw,weightclass_mw,weightclass_wbw,method_sub,method_tko_doc,round_x_5,stance_x_Orthodox,stance_y_Orthodox,outcome
3008,300,12.0,0.5714285714285714,-4.0,0.0,0.1836734693877551,-78.89795918367348,-1.204081632653061,0.3061224489795933,-19.04081632653061,-1.8367346938775508,-1.3673469387755102,0,0,0,0,0,0,0,1,0,1.0
3009,300,10.0,0.5714285714285714,2.0,2.0,0.013237727523441815,-19.574186431329295,3.842250413678986,5.690016547159402,-11.79481522338665,-1.2338665195808052,-1.9966905681191394,0,0,0,0,0,0,0,1,0,0.0
3010,188,3.0,0.5714285714285714,-2.0,2.0,0.2412349555206698,-45.13343799058085,-1.9623233908948183,-11.031397174254316,-19.32496075353218,-1.4583987441130297,-2.202511773940345,0,0,0,0,1,0,0,1,0,1.0
3011,300,3.0,0.5714285714285714,-3.0,-2.0,-0.04081632653061224,-19.312925170068027,-6.63265306122449,-14.30612244897959,-21.156462585034014,1.435374149659864,-1.2721088435374148,0,0,0,0,0,0,0,0,0,1.0
3012,300,3.0,0.5714285714285714,-4.0,-3.0,-0.04081632653061224,-72.7295918367347,-6.013605442176869,-9.210884353741495,-20.882653061224488,-2.195578231292517,-1.010204081632653,0,0,0,0,0,0,0,1,0,0.0
3013,300,1.0,0.5714285714285714,1.0,1.0,-0.04081632653061224,-48.40816326530613,-0.4897959183673457,3.265306122448983,-13.346938775510203,-2.040816326530612,-1.7959183673469388,0,0,0,0,0,0,0,0,0,0.0
3014,300,17.0,0.5714285714285714,-1.0,0.0,0.06359300476947535,-51.01536830948596,4.527291997880232,18.80869104398516,-7.535241123476418,-1.0922098569157392,2.211976682564918,0,0,0,0,0,0,0,0,1,1.0
3015,300,17.0,0.5714285714285714,-1.0,0.0,0.06359300476947535,-51.01536830948596,4.527291997880232,18.80869104398516,-7.535241123476418,-1.0922098569157392,2.211976682564918,0,0,0,0,0,0,0,0,1,1.0
3016,300,13.0,0.5714285714285714,0.0,2.0,-0.001422475106685639,-16.00711237553344,-7.101706970128022,-13.975106685633001,-15.036273115220483,-0.9900426742532005,-0.7766714082503557,0,0,0,0,0,0,0,1,1,1.0
3017,300,9.0,0.5714285714285714,1.0,1.0,0.0,-59.54054054054055,-2.1621621621621614,-4.162162162162161,-13.891891891891891,-1.8108108108108105,0.7027027027027026,0,0,0,0,0,0,0,1,1,1.0
3018,300,4.0,0.5714285714285714,2.0,1.0,-0.008599508599508601,0.593366093366086,2.4533169533169517,0.49140049140049413,-8.287469287469289,-0.985257985257985,0.7137592137592135,0,0,0,0,0,0,0,0,1,0.0
3019,300,3.0,0.5714285714285714,-1.0,-1.0,-0.05405405405405406,-25.603603603603602,-4.150579150579151,-8.48262548262548,-14.902187902187903,1.425997425997426,0.7245817245817245,0,0,0,0,0,0,0,0,1,0.0
3021,187,17.0,0.6666666666666666,-1.0,-2.0,0.06501547987616099,-35.00825593395252,11.628998968008254,32.78379772961816,7.501031991744066,-0.10216718266253877,2.9886480908152735,0,0,0,0,0,0,0,0,1,1.0
3022,275,12.0,0.6666666666666666,-2.0,-1.0,0.17185821697099893,-69.18152524167562,8.3796992481203,20.104726100966705,2.2497314715359824,-0.8560687432867884,1.4060150375939848,0,0,0,0,0,0,0,1,1,1.0
3023,300,6.0,0.6666666666666666,1.0,2.0,-0.029375764993880046,-57.82129742962056,12.283353733170134,33.8047735618115,9.029987760097919,-0.9339045287637698,1.402692778457772,0,0,0,0,0,0,0,1,1,0.0
3024,300,17.0,0.5,-2.0,-1.0,0.06359300476947535,8.52517223105459,6.689454160042393,22.97085320614732,6.356650768415474,0.7186009538950714,1.5092739798622152,0,0,0,0,0,0,0,0,1,1.0
3025,300,12.0,0.5,-3.0,0.0,0.1704357418643133,-25.648097076668503,3.440154440154439,10.291781577495865,1.1053502482073903,-0.03530060672917823,-0.07335907335907343,0,0,0,0,0,1,0,1,1,1.0
3026,71,7.0,0.5,-3.0,-2.0,-0.05405405405405406,-0.9189189189189122,4.27027027027027,10.081081081081084,6.135135135135133,-0.10810810810810811,-0.054054054054053946,0,0,0,0,1,0,0,0,1,0.0
3027,300,6.0,0.5,-2.0,-1.0,-0.05405405405405406,67.14527027027027,-3.2339527027027035,1.7643581081081088,0.9822635135135123,2.907939189189189,0.40878378378378377,0,0,0,0,0,0,0,0,1,0.0
3028,300,17.0,0.6,-3.0,-4.0,-0.11764705882352941,39.72549019607843,2.8921568627450966,-2.6078431372549034,6.284313725490197,1.1470588235294117,2.8137254901960786,0,0,0,0,0,0,0,0,1,1.0
3029,300,12.0,0.6,-4.0,-3.0,-0.010804321728691474,5.552220888355341,-0.35714285714285765,-15.28691476590636,1.0330132052821135,0.39315726290516206,1.23109243697479,0,0,0,0,0,0,0,1,1,1.0
3030,300,12.0,0.6,-1.0,-2.0,-0.14270152505446623,42.91503267973856,-2.296296296296296,-21.026143790849673,1.181917211328976,1.3213507625272332,0.05119825708060999,0,0,0,0,0,0,0,1,1,1.0
3031,114,5.0,0.6,-1.0,-3.0,-0.1638655462184874,49.470588235294116,2.678571428571427,-14.149159663865547,7.798319327731093,1.296218487394958,4.159663865546218,0,0,0,0,0,0,0,1,1,0.0
3032,300,11.0,0.6,-1.0,-1.0,-0.1443850267379679,51.046345811051694,-1.4090909090909083,-8.985739750445632,3.74420677361854,1.1934046345811051,1.9367201426024958,0,0,0,0,0,0,0,1,1,0.0
3033,300,17.0,0.3333333333333333,0.0,1.0,-0.017488076311605733,-16.447800741918392,-0.04027556968733492,10.889772125066237,-3.8865924748277685,-0.36248012718600964,1.0768415474297828,0,0,0,0,0,0,0,0,1,1.0
3034,300,13.0,0.3333333333333333,1.0,3.0,-0.08250355618776672,18.560455192034127,-11.669274537695589,-21.894025604551924,-11.387624466571834,-0.26031294452347087,-1.9118065433854907,0,0,0,0,0,0,0,1,1,0.0
3035,300,7.0,0.3333333333333333,-1.0,0.0,-0.13513513513513514,-25.891891891891895,-2.459459459459458,-2.0,-4.108108108108109,-1.189189189189189,-0.4864864864864864,0,0,0,0,0,0,0,0,1,0.0
3036,300,17.0,0.75,0.0,1.0,0.11764705882352941,-25.411764705882355,8.677871148459383,27.29131652661064,7.366946778711485,-2.518207282913165,1.4873949579831933,0,0,0,0,0,0,0,0,0,1.0
3037,300,13.0,0.75,1.0,3.0,0.05263157894736842,9.596491228070164,-2.951127819548871,-5.492481203007522,-0.1340852130325807,-2.416040100250626,-1.5012531328320802,0,0,0,0,0,0,0,1,0,1.0
3038,300,12.0,0.75,-1.0,2.0,0.22448979591836735,-59.58503401360545,5.428571428571429,14.612244897959183,2.1156462585034017,-3.272108843537415,-0.09523809523809534,0,0,0,0,0,0,0,1,0,1.0
3039,300,7.0,0.75,1.0,2.0,0.037037037037037035,-7.2222222222222285,4.841269841269842,14.428571428571427,4.301587301587302,-2.121693121693122,0.24338624338624326,0,0,0,0,0,0,0,1,0,0.0
3040,300,17.0,0.6666666666666666,-1.0,1.0,0.11764705882352941,-3.6339869281045694,-0.8300653594771248,3.973856209150327,-9.156862745098039,-0.8039215686274512,-1.330065359477124,0,0,0,0,0,0,0,0,1,1.0
3041,300,11.0,0.6666666666666666,1.0,4.0,0.09090909090909091,7.686868686868692,-5.13131313131313,-2.4040404040404013,-11.696969696969695,-0.7575757575757578,-2.2070707070707067,0,0,0,0,0,0,0,1,1,0.0
3042,300,1.0,0.6666666666666666,-2.0,2.0,0.043478260869565216,37.15458937198068,-2.2222222222222214,-14.671497584541061,-3.6521739130434767,-0.37681159420289867,-1.1280193236714973,0,0,0,0,0,0,0,1,1,1.0
3043,290,17.0,0.5,-2.0,0.0,0.11764705882352941,-8.345098039215685,11.792156862745097,33.36274509803921,6.74313725490196,0.02941176470588225,2.2254901960784315,0,0,0,0,0,0,0,0,1,1.0
3044,300,3.0,0.5,-2.0,1.0,0.0,-21.488888888888887,1.2888888888888896,4.722222222222221,-6.7666666666666675,-0.6111111111111112,-0.5,0,0,0,0,0,0,0,0,1,0.0
3048,300,9.0,0.5,0.0,-1.0,-0.24903474903474904,70.64092664092665,-5.250965250965251,-5.6853281853281885,-2.4131274131274125,0.8339768339768341,-0.5096525096525095,0,0,0,0,0,0,0,1,0,1.0
3049,300,3.0,0.5,0.0,0.0,-0.35714285714285715,16.857142857142858,-8.330357142857142,-6.866071428571431,-5.830357142857142,0.0535714285714286,1.1964285714285716,0,0,0,0,0,0,0,1,0,0.0
3050,138,9.0,0.625,-5.0,-4.0,0.10810810810810811,33.09628378378379,11.204391891891891,19.243243243243242,10.41722972972973,-0.4695945945945945,1.4814189189189189,0,0,0,0,1,0,0,1,0,1.0
3051,270,13.0,0.625,-5.0,-4.0,0.05263157894736842,33.575657894736835,-1.9243421052631575,-3.9210526315789487,1.0296052631578956,-0.24342105263157898,-0.7006578947368421,0,0,0,0,1,0,0,1,0,1.0
3052,86,4.0,0.625,-4.0,2.0,0.11764705882352941,-4.393382352941174,10.018382352941178,19.176470588235297,8.569852941176471,-1.5808823529411764,0.2683823529411764,0,0,0,0,0,0,0,0,0,1.0
3053,199,4.0,0.625,-3.0,-5.0,0.045454545454545456,50.17613636363636,7.630681818181817,10.545454545454547,7.77840909090909,-0.23863636363636354,0.7897727272727271,0,0,0,0,1,0,0,0,0,0.0
3054,66,6.0,0.625,-1.0,0.0,0.13333333333333333,4.3125,1.3125,1.6000000000000014,5.887499999999999,0.2583333333333333,-0.1708333333333334,0,0,0,0,1,0,0,1,0,0.0
3055,300,6.0,0.625,-6.0,-6.0,0.0,57.1875,-0.21875,7.65625,3.15625,1.84375,1.1875,0,0,0,0,0,0,0,0,0,1.0
3056,244,3.0,0.625,-5.0,-3.0,0.18181818181818182,-35.05113636363636,-1.5965909090909092,-4.272727272727273,-2.4943181818181817,-1.6022727272727273,-1.1647727272727273,0,0,0,0,1,0,0,1,0,0.0
3057,253,2.0,0.625,-3.0,-2.0,0.0,59.92788461538461,1.3894230769230766,5.615384615384617,1.5336538461538467,1.5865384615384617,2.1009615384615383,0,0,0,0,1,0,0,1,0,1.0
3058,300,9.0,0.3333333333333333,-1.0,-1.0,0.10810810810810811,18.839339339339347,7.058558558558557,10.076576576576574,0.563063063063062,-0.4279279279279278,1.9744744744744744,0,0,0,0,0,0,0,1,1,1.0
3059,300,3.0,0.3333333333333333,-1.0,0.0,0.18181818181818182,-49.3080808080808,-5.742424242424243,-13.439393939393941,-12.34848484848485,-1.5606060606060606,-0.6717171717171717,0,0,0,0,0,0,0,1,1,0.0
3060,300,2.0,0.3333333333333333,0.0,1.0,0.16666666666666666,-45.111111111111114,-5.333333333333334,-10.0,-15.166666666666668,-1.5,-0.2777777777777778,0,0,0,0,0,0,0,0,1,0.0
3061,151,9.0,1.0,1.0,3.0,0.008108108108108109,62.98378378378379,2.691891891891892,-1.556756756756755,-0.42027027027026875,0.5054054054054055,1.468918918918919,0,0,0,0,1,0,0,1,1,1.0
3062,300,11.0,1.0,2.0,4.0,-0.009090909090909094,39.77575757575758,-3.1090909090909076,1.6848484848484873,-4.846969696969694,0.6757575757575757,1.3984848484848487,0,0,0,0,0,0,0,1,1,1.0
3063,300,6.0,1.0,1.0,2.0,0.07391304347826086,39.2,0.4521739130434774,-2.669565217391302,1.0673913043478258,0.5782608695652173,-0.05869565217391304,0,0,0,0,0,0,0,1,1,1.0
3064,300,13.0,0.25,-2.0,-3.0,-0.03070175438596491,20.8673245614035,-11.716008771929825,-25.775219298245613,-9.407894736842104,0.4024122807017543,-0.7631578947368421,0,0,0,0,0,0,0,1,1,0.0
3065,246,7.0,0.25,-2.0,-5.0,-0.02927927927927927,36.87443693693694,-4.614301801801803,-11.800112612612612,5.628378378378379,1.3924549549549547,0.013513513513513598,0,0,0,0,1,0,0,1,1,0.0
3066,143,10.0,0.25,2.0,-2.0,-0.02927927927927927,11.009572072072068,1.7100225225225216,-0.2865990990990994,0.0878378378378386,0.14921171171171155,0.013513513513513598,0,0,0,0,1,0,0,1,1,0.0
3067,300,6.0,0.25,-1.0,-1.0,-0.06007751937984496,-36.95397286821706,0.567344961240309,8.029554263565892,-0.3779069767441854,-0.5314922480620156,0.63953488372093,0,0,0,0,0,0,1,1,1,1.0
3068,287,13.0,0.0,1.0,2.0,-0.06501547987616099,35.00825593395252,-11.628998968008254,-32.78379772961816,-7.501031991744066,0.10216718266253877,-2.9886480908152735,0,0,0,0,0,0,0,1,0,0.0
3069,300,13.0,0.4,2.0,3.0,0.05263157894736842,44.45234708392602,-9.209815078236131,-19.894025604551924,-7.2795163584637255,0.9288762446657183,-1.4253200568990043,0,0,0,0,0,0,0,1,0,1.0
3070,300,10.0,0.4,4.0,5.0,0.08571428571428572,34.903474903474894,1.5413127413127423,6.769884169884165,2.949806949806952,0.21158301158301152,-0.7621621621621624,0,0,0,0,0,0,0,1,0,0.0
3071,300,4.0,0.4,6.0,6.0,0.0,5.022522522522522,-5.722972972972974,-8.472972972972975,-5.038288288288289,0.2139639639639639,-1.5788288288288288,0,0,0,0,0,0,0,1,0,0.0
3073,300,5.0,0.4,6.0,6.0,0.2631578947368421,-16.60028449502134,-4.604551920341395,-10.341394025604554,-10.147937411095306,-0.22901849217638698,-1.004267425320057,0,0,0,0,0,0,0,1,0,1.0
3074,271,1.0,0.4,2.0,3.0,0.0,-4.977477477477478,-2.4729729729729737,8.027027027027025,-6.621621621621621,1.4639639639639639,-0.6621621621621623,0,0,0,0,0,0,0,1,0,0.0
3075,300,9.0,1.0,0.0,-1.0,0.05405405405405406,14.563063063063058,2.7027027027027035,6.225225225225223,6.819819819819822,-0.18918918918918914,-0.9504504504504503,0,0,0,0,0,0,0,1,0,1.0
3076,158,3.0,1.0,-1.0,1.0,0.21739130434782608,-9.210144927536232,4.304347826086957,13.333333333333332,6.594202898550725,-0.6086956521739131,-2.1666666666666665,0,0,0,0,0,0,0,1,0,1.0
3077,98,9.0,0.5,1.0,1.0,0.05405405405405406,-45.98455598455598,-4.583011583011581,-4.965250965250966,-7.084942084942085,-1.3320463320463318,1.0733590733590734,0,0,0,0,0,0,0,1,1,1.0
3078,300,3.0,0.5,0.0,3.0,0.18181818181818182,-71.07792207792207,-9.194805194805195,-15.129870129870131,-11.753246753246755,-1.87012987012987,-0.8701298701298701,0,0,0,0,0,0,0,1,1,0.0
3079,246,9.0,0.75,-2.0,-6.0,-0.16816816816816815,-4.714714714714717,4.258258258258259,7.7807807807807805,4.819819819819822,0.8108108108108109,1.3273273273273274,0,0,0,0,1,0,0,1,1,1.0
3080,178,7.0,0.75,-3.0,-7.0,-0.16816816816816815,54.82582582582583,6.42042042042042,11.942942942942942,18.711711711711715,2.6216216216216215,0.6246246246246248,0,0,0,0,0,0,0,1,1,1.0
3081,210,1.0,0.75,2.0,-1.0,-0.2222222222222222,5.243055555555557,1.2430555555555554,1.8888888888888893,2.645833333333334,1.875,0.5486111111111112,0,0,0,0,1,0,0,0,1,1.0
3082,96,1.0,0.75,-2.0,-5.0,-0.2222222222222222,-33.24444444444444,0.5555555555555554,11.88888888888889,-1.8666666666666654,0.8,1.1111111111111112,0,0,0,0,0,0,0,0,1,0.0
3085,184,3.0,1.0,1.0,4.0,0.07142857142857142,-33.785714285714285,-8.303571428571429,-18.375,-14.232142857142858,-1.8214285714285714,-1.9285714285714284,0,0,0,0,1,0,0,1,1,1.0
3086,300,6.0,1.0,1.0,3.0,0.21428571428571427,-57.85714285714286,-4.5892857142857135,-13.660714285714285,-15.875,-1.8214285714285714,-1.5714285714285716,0,0,0,0,0,0,0,1,1,1.0
3087,107,4.0,0.5,1.0,0.0,0.05263157894736842,105.0,10.460526315789473,14.263157894736842,27.631578947368418,1.486842105263158,3.105263157894737,0,0,0,0,1,0,0,1,0,1.0
3088,59,1.0,0.5,5.0,2.0,0.0,79.5,3.25,5.75,6.5,5.75,-1.0,0,0,0,0,0,0,0,1,0,0.0
3089,300,4.0,0.3333333333333333,0.0,-2.0,0.05263157894736842,61.916666666666664,1.3771929824561386,2.3464912280701746,6.631578947368418,1.1535087719298245,1.1052631578947372,0,0,0,0,0,0,0,1,1,1.0
3090,300,9.0,0.3333333333333333,-4.0,-7.0,0.05405405405405406,39.45720720720721,-4.833333333333334,-6.592342342342345,-12.27027027027027,2.795045045045045,-2.081081081081081,0,0,0,0,0,0,0,1,1,0.0
3091,300,3.0,0.3333333333333333,1.0,-1.0,0.25,-4.083333333333336,-2.6333333333333346,2.4833333333333307,-5.75,0.06666666666666665,-3.05,0,0,0,0,0,0,0,1,1,0.0
3092,175,8.0,0.0,-5.0,0.0,-0.0888888888888889,5.194444444444445,1.4444444444444429,1.2222222222222214,3.427777777777777,-0.03888888888888886,-0.8666666666666671,0,1,0,0,0,0,0,0,0,0.0
3093,300,8.0,0.0,-2.0,-2.0,-0.06666666666666668,20.383333333333333,0.16666666666666785,2.2666666666666657,7.649999999999999,0.15000000000000002,0.0,0,1,0,0,0,0,0,1,0,0.0
3094,300,16.0,0.0,-1.0,3.0,-0.11379310344827587,17.73620689655172,-8.913793103448276,-15.120689655172413,-8.101724137931035,0.5120689655172413,-3.0379310344827593,0,1,0,0,0,0,0,0,0,0.0
3095,29,2.0,0.0,-1.0,-1.0,0.08571428571428569,58.57857142857143,-6.7142857142857135,-7.857142857142854,12.307142857142853,-0.06428571428571428,-3.542857142857143,0,1,0,0,0,0,0,1,0,0.0
