,outcome,time,L_f1,W_f1,L_f2,W_f2,fights_f2,height_y,kd,ctrl,sigster_throw,sigster_land,td_land,head_throw,body_throw,leg_throw,clinch_throw,weightclass_hw,weightclass_lhw,weightclass_lw,weightclass_mw,weightclass_wbw,weightclass_ww,method_dec_spl,method_dec_una,method_ko_tko,stance_x_Orthodox,stance_x_Southpaw,stance_x_Switch
1074,1.0,300,0.0,2.0,3.0,0.0,3.0,70.0,0.16666666666666666,-43.17857142857143,11.928571428571429,23.976190476190478,0.059523809523809534,1.2380952380952372,3.666666666666667,7.023809523809524,0.38095238095238104,0,0,0,0,0,0,0,1,0,1,0,0
1075,1.0,300,1.0,6.0,3.0,0.0,3.0,70.0,0.07407407407407407,16.03439153439153,-3.701058201058201,-4.8015873015873005,0.050264550264550234,-3.2063492063492065,-0.5740740740740741,0.07936507936507936,1.2142857142857144,0,0,0,0,0,0,0,1,0,1,0,0
1076,1.0,300,2.0,6.0,2.0,2.0,4.0,67.0,0.05654761904761904,11.232142857142858,-2.4761904761904745,-12.851190476190474,0.8154761904761905,-0.2589285714285712,-3.053571428571429,0.8363095238095237,-0.36904761904761907,0,0,0,0,0,0,0,1,0,1,0,0
1077,0.0,300,3.0,3.0,2.0,2.0,4.0,67.0,-0.0625,69.10833333333333,-0.43333333333333357,-4.30833333333333,2.691666666666667,-0.08750000000000036,-2.7249999999999996,2.379166666666667,-0.5166666666666666,0,0,0,0,0,0,0,1,0,1,0,0
1078,0.0,300,2.0,1.0,2.0,2.0,4.0,67.0,0.0625,30.041666666666664,-1.9583333333333321,-9.458333333333336,0.875,-0.14583333333333393,-2.625,0.8125,1.125,0,0,0,0,0,0,0,1,0,0,1,0
1079,1.0,300,2.0,5.0,2.0,2.0,4.0,67.0,-0.0625,21.361486486486484,-5.054054054054054,-10.185810810810814,1.1655405405405406,-3.3902027027027035,-4.719594594594595,3.055743243243243,-1.1283783783783785,0,0,1,0,0,0,1,0,0,0,0,1
1080,1.0,300,3.0,3.0,6.0,1.0,7.0,70.0,0.0,68.71159420289855,0.5666666666666664,-2.2811594202898533,2.457971014492754,0.8608695652173903,1.2260869565217396,-1.520289855072464,0.01594202898550723,0,0,0,0,0,0,0,1,0,1,0,0
1081,1.0,300,2.0,1.0,6.0,1.0,7.0,70.0,0.047619047619047616,13.763975155279503,-5.857142857142858,-7.490683229813669,1.8674948240165632,-2.5486542443064195,-1.031055900621118,-2.2774327122153215,0.1159420289855071,0,0,0,0,0,0,0,1,0,1,0,0
1082,0.0,300,2.0,0.0,6.0,1.0,7.0,70.0,0.043478260869565216,47.347826086956516,3.608695652173914,6.521739130434781,0.826086956521739,4.3478260869565215,1.0434782608695654,-1.7826086956521743,1.0,0,0,0,0,0,0,0,1,0,1,0,0
1083,1.0,300,2.0,2.0,6.0,1.0,7.0,70.0,0.3333333333333333,-10.521739130434781,3.083333333333332,-4.014492753623188,-0.025362318840579712,1.2608695652173907,3.4094202898550723,-1.5869565217391308,-0.5507246376811595,0,0,0,0,0,0,1,0,0,1,0,0
1084,1.0,121,0.0,3.0,6.0,1.0,7.0,70.0,0.5,-17.52173913043478,2.833333333333332,5.485507246376812,-0.44202898550724645,8.76086956521739,-2.007246376811594,-3.920289855072464,-0.3840579710144928,0,0,0,0,0,0,0,0,1,1,0,0
1085,1.0,300,0.0,6.0,6.0,1.0,7.0,70.0,0.12121212121212122,77.17523056653492,-2.7272727272727266,-15.529644268774703,0.45191040843214747,1.7760210803689063,-1.689064558629776,-2.814229249011858,-0.5204216073781291,0,0,0,0,0,0,1,0,0,1,0,0
1086,1.0,226,0.0,4.0,6.0,1.0,7.0,70.0,0.0,74.04076086956522,4.75,-0.3478260869565233,2.391304347826087,5.010869565217391,-0.048913043478260754,-0.21195652173913082,-0.27989130434782616,0,0,0,0,0,0,0,0,0,1,0,0
1087,1.0,300,3.0,3.0,2.0,0.0,2.0,70.0,0.0,31.858333333333334,4.691666666666666,5.31666666666667,1.8166666666666669,2.3499999999999996,1.5250000000000004,0.8166666666666669,0.7333333333333334,0,0,0,0,0,0,1,0,0,1,0,0
1088,1.0,300,1.0,5.0,2.0,0.0,2.0,70.0,0.045454545454545456,87.125,-3.9659090909090917,-23.113636363636363,1.3863636363636362,-2.0227272727272725,0.125,-2.0681818181818183,-0.04545454545454547,0,0,0,0,0,0,0,1,0,0,1,0
1089,0.0,300,3.0,3.0,3.0,1.0,4.0,67.0,-0.047619047619047616,54.94761904761905,6.423809523809524,5.209523809523816,0.5904761904761906,3.40952380952381,2.2571428571428576,0.7571428571428576,-0.09999999999999987,0,0,0,0,0,0,1,0,0,1,0,0
1090,1.0,300,2.0,5.0,3.0,1.0,4.0,67.0,-0.047619047619047616,7.2007722007721995,1.8030888030888033,-0.6679536679536682,-0.9356499356499357,0.10682110682110668,0.26254826254826247,1.4337194337194337,-0.7117117117117117,0,0,0,0,0,0,0,1,0,0,0,1
1091,1.0,300,1.0,5.0,3.0,1.0,4.0,67.0,-0.011904761904761904,-6.071428571428569,13.071428571428573,9.67857142857143,-2.4047619047619047,3.8809523809523814,5.5357142857142865,3.654761904761905,2.738095238095238,0,0,0,0,0,0,1,0,0,1,0,0
1092,1.0,300,0.0,4.0,3.0,1.0,4.0,67.0,-0.047619047619047616,60.276785714285715,10.607142857142858,7.142857142857146,0.5238095238095237,7.55952380952381,0.9821428571428572,2.0654761904761907,-0.39583333333333326,0,0,0,0,0,0,0,1,0,1,0,0
1095,0.0,300,3.0,2.0,1.0,1.0,2.0,66.0,0.0,44.544444444444444,-1.6444444444444422,-0.7222222222222214,1.2333333333333334,-1.9111111111111114,-1.7222222222222223,1.9888888888888894,2.488888888888889,0,0,0,0,0,0,0,1,0,1,0,0
1096,1.0,193,0.0,2.0,1.0,1.0,2.0,66.0,0.2727272727272727,15.963636363636368,0.16363636363636402,6.272727272727273,0.8545454545454546,3.5636363636363626,-1.9090909090909092,-1.4909090909090907,0.872727272727273,0,0,0,0,0,0,0,0,0,1,0,0
1097,1.0,300,3.0,2.0,3.0,1.0,4.0,70.0,-0.16666666666666666,35.861111111111114,1.5555555555555571,-1.3888888888888857,0.6666666666666665,-0.6944444444444429,-0.4722222222222223,2.7222222222222223,-1.2777777777777781,0,0,0,0,0,0,0,1,0,1,0,0
1098,1.0,300,3.0,5.0,3.0,1.0,4.0,70.0,0.02688172043010753,-12.793010752688172,-4.580645161290324,-3.827956989247312,-0.7473118279569892,-7.551075268817202,0.379032258064516,2.591397849462365,-4.102150537634409,0,0,0,0,0,0,0,1,0,1,0,0
1099,1.0,296,2.0,3.0,3.0,1.0,4.0,70.0,-0.1372549019607843,34.3578431372549,-13.705882352941176,-27.813725490196077,1.5392156862745099,-11.28921568627451,-2.3970588235294117,-0.019607843137255054,-3.2254901960784315,0,0,0,0,0,0,0,0,0,1,0,0
1100,0.0,38,1.0,1.0,3.0,1.0,4.0,70.0,0.08333333333333334,56.75,-6.5,-17.999999999999996,-0.5000000000000001,-6.583333333333332,0.916666666666667,-0.8333333333333334,-2.5833333333333335,0,0,0,0,0,0,0,0,1,1,0,0
1101,0.0,300,3.0,2.0,1.0,6.0,7.0,66.0,-0.029411764705882353,-54.64379084967321,1.3496732026143796,-6.33986928104575,-4.166666666666667,1.594771241830065,-0.4575163398692812,0.2124183006535949,0.7712418300653594,0,0,0,0,0,0,0,1,0,1,0,0
1102,0.0,300,1.0,1.0,1.0,6.0,7.0,66.0,-0.029411764705882353,-82.6336898395722,2.157754010695186,0.20053475935829113,-5.136363636363637,-1.385026737967916,2.6283422459893044,0.9144385026737964,-1.481283422459893,0,0,0,0,0,0,0,1,0,0,1,0
1103,0.0,300,2.0,4.0,1.0,6.0,7.0,66.0,0.05630252100840336,-85.35966386554622,-5.663025210084033,-16.917647058823526,-5.671428571428572,-3.108403361344539,-0.37815126050420167,-2.1764705882352944,-2.4176470588235297,0,0,0,0,0,0,0,1,0,1,0,0
1104,0.0,300,3.0,9.0,1.0,6.0,7.0,66.0,0.195078031212485,-107.50660264105643,-7.063025210084035,-16.433973589435773,-5.224489795918368,-5.84513805522209,0.8157262905162064,-2.0336134453781516,-1.4033613445378152,0,0,0,0,0,0,0,1,0,1,0,0
1105,0.0,265,4.0,2.0,1.0,6.0,7.0,66.0,0.20868347338935572,-104.25490196078432,-8.396358543417367,-19.61764705882353,-5.428571428571429,-5.294117647058824,-1.5448179271708682,-1.5574229691876753,-2.927170868347339,0,0,0,0,0,0,0,0,1,1,0,0
1106,0.0,300,2.0,2.0,1.0,6.0,7.0,66.0,0.20868347338935572,-77.18347338935575,1.9845938375350123,-8.379551820728288,-4.9523809523809526,2.134453781512603,1.2408963585434174,-1.3907563025210088,-0.3081232492997201,0,0,0,0,0,0,0,1,0,0,0,1
1107,1.0,300,3.0,2.0,1.0,6.0,7.0,66.0,0.04201680672268907,-63.58823529411765,-4.0273109243697505,-15.29621848739496,-4.321428571428571,-5.794117647058824,0.8718487394957979,0.8949579831932768,3.096638655462185,0,0,0,0,0,0,1,0,0,1,0,0
1108,0.0,300,3.0,2.0,0.0,2.0,2.0,68.0,-0.09090909090909091,-3.419191919191917,6.282828282828284,12.186868686868685,0.4696969696969697,6.525252525252526,-0.6313131313131315,0.3888888888888893,2.070707070707071,0,0,0,0,0,0,0,1,0,1,0,0
1109,0.0,300,2.0,0.0,0.0,2.0,2.0,68.0,-0.09090909090909091,61.41414141414141,-8.383838383838384,-9.979797979797983,0.3030303030303032,-5.696969696969697,-1.2424242424242427,-1.4444444444444446,0.07070707070707072,0,0,0,0,0,0,0,1,0,1,0,0
1110,1.0,300,3.0,2.0,3.0,2.0,5.0,67.0,0.0,-1.5888888888888886,9.422222222222224,19.544444444444444,0.16666666666666652,6.488888888888889,0.0777777777777775,2.855555555555556,3.422222222222222,0,0,0,0,0,0,0,1,0,1,0,0
1111,1.0,110,5.0,12.0,3.0,2.0,5.0,67.0,0.04081632653061224,-32.370068027210884,1.9074829931972808,8.980952380952381,-0.4013605442176871,-0.869387755102041,-0.6285714285714286,3.405442176870748,1.165986394557823,0,0,0,0,0,0,0,0,1,1,0,0
1112,1.0,259,4.0,10.0,3.0,2.0,5.0,67.0,0.0,40.94583333333334,-6.091666666666667,-6.629166666666666,0.8749999999999998,-5.004166666666667,-1.616666666666667,0.5291666666666666,-0.04999999999999999,0,0,0,0,0,0,0,0,0,1,0,0
1113,0.0,177,2.0,1.0,3.0,2.0,5.0,67.0,0.125,-61.34583333333333,-1.3833333333333329,4.391666666666666,-1.3541666666666667,-3.0250000000000004,-1.7625000000000002,3.404166666666667,0.09583333333333333,0,0,0,0,0,0,0,0,1,1,0,0
1114,0.0,300,2.0,4.0,3.0,2.0,5.0,67.0,0.16666666666666666,-11.755555555555553,-2.188888888888888,-2.011111111111113,-0.3333333333333335,-1.7333333333333334,-0.31111111111111134,-0.1444444444444446,2.311111111111111,0,0,0,0,0,0,0,1,0,0,1,0
1117,0.0,300,2.0,2.0,0.0,2.0,2.0,74.0,0.07120743034055729,9.61455108359133,-1.3591331269349816,-5.1486068111455126,-0.1269349845201238,-5.5588235294117645,2.7786377708978334,1.4210526315789473,2.764705882352941,0,0,0,0,0,0,1,0,0,0,0,1
1118,0.0,300,2.0,1.0,0.0,2.0,2.0,74.0,-0.05764411027568922,7.81203007518797,-14.804511278195488,-17.879699248120303,2.055137844611529,-11.80952380952381,-2.225563909774436,-0.7694235588972433,-0.6666666666666667,0,0,0,0,0,0,0,1,0,1,0,0
1119,0.0,300,2.0,2.0,1.0,2.0,3.0,66.0,0.09647058823529413,-11.391764705882352,-2.011764705882353,-3.5317647058823525,-0.6658823529411764,-0.7588235294117638,3.947058823529412,-5.199999999999999,3.0447058823529414,0,0,0,0,0,0,0,1,0,0,0,1
1120,1.0,16,3.0,9.0,1.0,2.0,3.0,66.0,0.14448979591836736,-33.39836734693877,-13.457142857142859,-20.93632653061224,-0.18448979591836734,-6.751020408163265,1.351020408163265,-8.057142857142857,-0.005714285714285783,0,0,0,0,0,0,0,0,1,1,0,0
1121,0.0,138,2.0,1.0,1.0,2.0,3.0,66.0,0.045,-40.2925,-15.850000000000001,-25.994999999999997,-0.6475,-8.825,-1.7625000000000002,-5.262499999999999,-1.1575,0,0,0,0,0,0,0,0,0,1,0,0
1122,1.0,271,2.0,2.0,2.0,0.0,2.0,68.0,0.17647058823529413,28.838235294117645,6.5882352941176485,4.088235294117645,0.04411764705882354,4.8161764705882355,3.272058823529412,-1.5,2.889705882352941,0,0,0,0,0,0,0,0,1,0,0,1
1123,1.0,108,1.0,3.0,2.0,0.0,2.0,68.0,0.11764705882352941,50.10294117647059,3.882352941176471,0.735294117647058,1.6323529411764706,6.845588235294116,0.4191176470588234,-3.3823529411764706,0.1838235294117645,0,0,0,0,0,0,0,0,0,1,0,0
1124,1.0,300,2.0,2.0,4.0,1.0,5.0,68.0,0.13800904977375567,25.43438914027149,5.8190045248868785,2.703619909502258,0.14027149321266968,2.248868778280544,0.8009049773755663,2.769230769230769,4.341628959276018,0,0,0,0,0,0,0,1,0,0,0,1
1126,1.0,197,1.0,9.0,4.0,1.0,5.0,68.0,0.15825977301387137,19.21500630517024,-0.4249684741488018,-11.638713745271126,0.3051702395964691,-0.897225725094577,-2.0018915510718784,2.4741488020176545,1.773644388398487,0,0,0,0,0,0,0,0,1,0,0,1
1127,1.0,225,3.0,4.0,4.0,1.0,5.0,68.0,0.0015384615384615372,9.026153846153846,-1.8092307692307692,2.6753846153846155,0.36615384615384616,1.487692307692308,-2.0661538461538456,-1.2307692307692308,0.6569230769230769,0,0,0,0,0,0,0,0,1,0,1,0
1128,1.0,252,0.0,5.0,4.0,1.0,5.0,68.0,0.04153846153846154,36.826153846153844,7.830769230769231,6.235384615384611,0.8061538461538461,3.0076923076923077,-3.1461538461538456,7.9692307692307685,1.2969230769230768,0,0,0,0,0,0,0,0,0,1,0,0
1129,0.0,300,2.0,1.0,1.0,2.0,3.0,71.0,0.047619047619047616,-128.62337662337663,2.0519480519480506,17.857142857142854,-1.16017316017316,-0.6277056277056285,0.6883116883116882,1.991341991341991,-0.48484848484848486,0,0,0,0,0,0,0,1,0,1,0,0
1130,0.0,300,3.0,3.0,1.0,2.0,3.0,71.0,0.1111111111111111,-125.13131313131314,-2.479797979797981,-4.555555555555557,-3.0808080808080804,-3.595959595959596,1.1010101010101008,0.015151515151515138,-1.095959595959596,0,0,0,0,0,0,0,1,0,1,0,0
1131,1.0,297,0.0,2.0,1.0,2.0,3.0,71.0,0.12,-97.0090909090909,19.06909090909091,28.92,-2.056363636363636,10.201818181818181,1.8454545454545452,7.0218181818181815,0.9818181818181817,0,0,0,0,0,0,0,0,1,1,0,0
1133,1.0,192,2.0,7.0,2.0,1.0,3.0,65.0,-0.05555555555555555,97.25163398692811,-0.25816993464052196,-4.042483660130721,1.0980392156862746,1.5359477124183014,-1.549019607843137,-0.2450980392156863,-0.5588235294117647,0,0,0,0,0,0,0,0,1,1,0,0
1134,1.0,69,3.0,1.0,2.0,1.0,3.0,65.0,-0.05555555555555555,6.888888888888889,1.5555555555555554,4.722222222222221,0.25,3.722222222222223,-1.4166666666666665,-0.7500000000000002,0.6666666666666667,0,0,0,0,0,0,0,0,0,0,1,0
1135,0.0,230,1.0,0.0,2.0,1.0,3.0,65.0,-0.05555555555555555,67.72222222222223,-6.111111111111111,-18.77777777777778,0.33333333333333337,-5.111111111111111,-0.6666666666666665,-0.3333333333333335,1.0,0,0,0,0,0,0,0,0,0,1,0,0
1136,1.0,261,2.0,7.0,1.0,0.0,1.0,63.0,0.0,58.154411764705884,-6.272058823529411,-9.389705882352942,-0.23529411764705888,-0.8529411764705879,-5.507352941176471,0.08823529411764719,-4.9338235294117645,0,0,0,0,0,0,0,0,0,1,0,0
1137,1.0,125,2.0,7.0,2.0,1.0,3.0,64.0,-0.07407407407407407,87.15904139433552,-14.591503267973854,-27.486928104575163,0.3202614379084967,-10.760348583877995,-2.808278867102396,-1.022875816993464,-1.7440087145969498,0,0,0,0,0,0,0,0,0,1,0,0
1138,0.0,300,1.0,5.0,2.0,1.0,3.0,64.0,0.04131054131054132,15.283475783475783,-7.098290598290596,-5.876068376068375,-1.0982905982905984,-8.715099715099717,2.535612535612536,-0.9188034188034186,0.6609686609686611,0,0,0,0,0,0,0,1,0,1,0,0
1139,1.0,217,0.0,3.0,2.0,1.0,3.0,64.0,-0.07407407407407407,113.17508417508417,-0.08080808080807955,-4.404040404040401,0.2828282828282829,1.4107744107744082,-1.471380471380471,-0.020202020202020332,-0.6397306397306397,0,0,0,0,0,0,0,0,0,1,0,0
1140,1.0,300,2.0,7.0,3.0,2.0,5.0,68.0,-0.06666666666666667,63.19607843137255,-1.7470588235294109,2.5352941176470587,1.2980392156862743,0.7137254901960786,-2.0823529411764707,-0.3784313725490196,-4.2254901960784315,0,0,0,0,0,0,0,1,0,1,0,0
1141,1.0,288,4.0,2.0,3.0,2.0,5.0,68.0,-0.06666666666666667,1.6372549019607803,8.047058823529413,33.15294117647059,0.8568627450980392,4.654901960784313,2.3882352941176466,1.003921568627451,-4.1078431372549025,0,0,0,0,0,0,0,0,0,1,0,0
1142,1.0,295,0.0,3.0,3.0,2.0,5.0,68.0,0.26666666666666666,4.333333333333329,3.066666666666668,20.466666666666665,0.5333333333333333,1.4000000000000004,-0.20000000000000018,1.8666666666666663,-1.0000000000000004,0,0,0,0,0,0,0,0,0,1,0,0
1143,0.0,300,1.0,0.0,3.0,2.0,5.0,68.0,-0.06666666666666667,-15.833333333333336,4.000000000000002,23.000000000000004,-0.06666666666666665,3.2666666666666657,0.39999999999999947,0.33333333333333304,-3.266666666666667,0,0,0,0,0,0,0,1,0,1,0,0
1145,0.0,300,2.0,7.0,0.0,3.0,3.0,63.0,0.0,37.386554621848745,-5.718487394957984,-11.836134453781511,0.19327731092436973,-2.7815126050420167,-2.0728291316526612,-0.8641456582633054,-0.6064425770308124,0,0,0,0,0,0,0,1,0,1,0,0
1146,0.0,135,3.0,3.0,0.0,3.0,3.0,63.0,0.05,-40.192857142857136,10.528571428571428,26.67857142857143,-1.3214285714285714,3.2714285714285705,3.0095238095238095,4.247619047619048,2.7023809523809526,0,0,0,0,0,0,0,0,0,1,0,0
1147,0.0,300,2.0,0.0,0.0,3.0,3.0,63.0,0.0,-45.51785714285714,-6.946428571428573,-2.3214285714285694,-0.8214285714285714,-1.9285714285714288,-2.3154761904761907,-2.7023809523809526,-0.6726190476190477,0,0,0,0,0,0,0,0,0,1,0,0
1148,1.0,132,2.0,7.0,2.0,2.0,4.0,65.0,0.0,38.640522875817,3.07516339869281,-2.264705882352942,1.0980392156862746,2.0915032679738568,0.673202614379085,0.3104575163398695,-0.22549019607843135,0,0,0,0,0,0,0,0,0,1,0,0
1149,1.0,113,4.0,3.0,2.0,2.0,4.0,65.0,0.05555555555555555,-58.61111111111111,3.333333333333332,1.7777777777777786,0.0,0.5555555555555554,2.2222222222222223,0.5555555555555558,0.33333333333333337,0,0,0,0,0,0,0,0,0,1,0,0
1150,0.0,61,1.0,0.0,2.0,2.0,4.0,65.0,0.0,-37.44444444444444,12.444444444444443,17.0,0.6666666666666666,9.777777777777779,3.5555555555555554,-0.8888888888888888,6.222222222222222,0,0,0,0,0,0,0,0,0,1,0,0
1151,0.0,300,1.0,0.0,2.0,2.0,4.0,65.0,0.0,-65.11111111111111,13.777777777777779,15.777777777777779,0.888888888888889,5.222222222222223,5.555555555555555,3.0,3.0,0,0,0,0,0,0,0,1,0,1,0,0
1152,1.0,253,2.0,7.0,2.0,0.0,2.0,66.0,0.0,63.32941176470588,3.6529411764705895,3.735294117647058,1.7647058823529411,1.447058823529412,0.5176470588235293,1.6882352941176473,-0.35882352941176476,0,0,0,0,0,0,0,0,1,1,0,0
1153,1.0,300,3.0,2.0,2.0,0.0,2.0,66.0,0.0,-6.771428571428572,-0.05714285714285694,-3.928571428571427,1.7142857142857142,-2.5571428571428574,0.3999999999999999,2.1,0.6285714285714286,0,0,0,0,0,0,1,0,0,1,0,0
1154,0.0,207,3.0,1.0,4.0,3.0,7.0,65.0,0.0,-90.36274509803921,1.8137254901960773,8.764705882352942,-0.8480392156862745,2.186274509803922,0.13235294117647056,-0.5049019607843139,1.2254901960784315,0,0,0,0,0,0,0,0,0,0,1,0
1155,1.0,295,1.0,4.0,4.0,3.0,7.0,65.0,0.0,-75.90441176470588,5.647058823529411,4.514705882352942,-1.2230392156862746,0.6862745098039218,3.4240196078431375,1.5367647058823528,4.1421568627450975,0,0,0,0,0,0,0,0,0,1,0,0
1156,1.0,300,1.0,2.0,4.0,3.0,7.0,65.0,0.0,-30.841911764705884,8.897058823529411,29.952205882352942,0.7977941176470589,5.165441176470588,0.8198529411764706,2.911764705882353,0.4963235294117647,0,0,0,0,0,0,0,1,0,1,0,0
1157,0.0,276,3.0,4.0,4.0,3.0,7.0,65.0,0.0,-101.52941176470588,9.070135746606335,27.726244343891402,-1.354449472096531,6.660633484162896,0.1131221719457014,2.296380090497738,1.9947209653092004,0,0,0,0,0,0,0,0,0,1,0,0
1158,1.0,184,1.0,4.0,4.0,3.0,7.0,65.0,0.0,-63.64941176470588,7.787058823529412,13.464705882352945,-0.8447058823529411,6.592941176470588,1.5223529411764707,-0.3282352941176472,6.398823529411764,0,0,0,0,0,0,0,0,1,0,0,1
1159,0.0,139,2.0,1.0,4.0,3.0,7.0,65.0,0.2,-89.62941176470588,8.04705882352941,8.964705882352945,-1.5647058823529412,5.252941176470588,3.48235294117647,-0.6882352941176473,2.658823529411765,0,0,0,0,0,0,0,0,0,0,1,0
1160,1.0,300,0.0,4.0,4.0,3.0,7.0,65.0,0.0,-75.31319554848966,7.71462639109698,17.10254372019078,-0.7917329093799681,8.352941176470587,0.4228934817170109,-1.0612082670906202,1.9372019077901432,0,0,0,0,0,0,0,1,0,0,1,0
1161,0.0,300,3.0,1.0,0.0,1.0,1.0,69.0,0.0,-17.333333333333332,-17.0,-32.16666666666667,0.9166666666666666,-9.666666666666666,-6.25,-1.0833333333333333,-0.16666666666666652,0,0,0,0,1,0,0,1,0,0,1,0
1163,0.0,300,3.0,2.0,1.0,2.0,3.0,67.0,-0.05555555555555555,-62.85714285714286,-1.428571428571427,-4.039682539682545,-0.26190476190476186,-3.182539682539682,-0.25396825396825395,2.007936507936508,-1.5634920634920635,0,0,0,0,0,0,0,1,0,0,1,0
1164,1.0,300,0.0,4.0,1.0,2.0,3.0,67.0,-0.05555555555555555,-9.933333333333337,1.2666666666666657,-3.4777777777777814,-0.2999999999999998,-0.81111111111111,-0.44444444444444464,2.522222222222222,-0.411111111111111,0,0,0,0,0,0,0,1,0,1,0,0
1165,0.0,300,2.0,1.0,1.0,2.0,3.0,67.0,-0.05555555555555555,-71.5,-4.583333333333334,-13.027777777777782,0.7500000000000002,-3.9444444444444446,-0.8611111111111112,0.22222222222222232,-0.9444444444444444,0,0,0,0,0,0,0,1,0,1,0,0
1166,0.0,300,3.0,2.0,0.0,2.0,2.0,64.0,0.0,-63.402597402597394,-8.79220779220779,-11.24675324675325,-0.1558441558441559,-9.389610389610388,0.7359307359307361,-0.13852813852813828,-0.49783549783549774,0,0,0,0,0,0,0,1,0,0,1,0
1167,0.0,97,6.0,8.0,0.0,2.0,2.0,64.0,0.12962962962962962,-79.86026936026934,3.0993265993265986,9.18181818181818,-0.4124579124579124,-0.9107744107744082,3.175084175084175,0.8350168350168352,3.9360269360269364,0,0,0,0,0,0,0,0,0,1,0,0
1168,1.0,300,3.0,2.0,3.0,1.0,4.0,67.0,0.0,70.94285714285714,3.571428571428573,7.071428571428569,1.4714285714285713,1.0285714285714285,0.6904761904761907,1.8523809523809525,-0.7523809523809524,0,0,0,0,0,0,0,1,0,0,1,0
1169,0.0,191,3.0,1.0,3.0,1.0,4.0,67.0,0.0625,88.05,1.3125,-0.4375,2.15,-1.2750000000000004,1.4375,1.15,1.7,0,0,0,0,0,0,0,0,1,0,1,0
1170,1.0,142,1.0,1.0,3.0,1.0,4.0,67.0,0.0,62.49230769230769,-4.76923076923077,-10.653846153846153,1.5153846153846153,-3.246153846153846,-2.0384615384615383,0.5153846153846153,-0.030769230769230882,0,0,0,0,1,0,0,0,1,1,0,0
1171,1.0,300,1.0,2.0,3.0,1.0,4.0,67.0,0.09090909090909091,98.11818181818181,2.0,5.18181818181818,1.7636363636363634,-0.26363636363636367,2.1363636363636367,0.1272727272727272,2.790909090909091,0,0,0,0,1,0,0,1,0,1,0,0
1172,0.0,115,5.0,1.0,1.0,1.0,2.0,67.0,0.034482758620689655,-5.624521072796938,14.60919540229885,45.87739463601533,-1.0842911877394636,13.662835249042146,0.7432950191570882,0.20306513409961724,-0.7931034482758621,0,0,0,0,0,0,1,0,0,1,0,0
1173,1.0,300,1.0,5.0,1.0,1.0,2.0,67.0,0.11538461538461539,10.098290598290596,7.679487179487181,21.568376068376068,-0.8760683760683762,3.8034188034188023,4.239316239316239,-0.36324786324786285,-0.15384615384615374,0,0,0,0,0,0,0,1,0,1,0,0
1174,0.0,300,5.0,1.0,6.0,3.0,9.0,68.0,-0.03694581280788177,-36.81896551724138,8.490147783251231,24.47660098522168,-0.5049261083743843,6.087438423645322,1.3583743842364533,1.0443349753694584,-0.6859605911330049,0,0,0,0,1,0,0,1,0,1,0,0
1175,1.0,300,0.0,5.0,6.0,3.0,9.0,68.0,0.005494505494505503,-60.955128205128204,7.752747252747255,16.513736263736263,-0.5402930402930404,4.381868131868133,0.8031135531135529,2.5677655677655675,-1.5338827838827838,0,0,0,0,1,0,1,0,0,1,0,0
1176,1.0,80,1.0,3.0,6.0,3.0,9.0,68.0,-0.07142857142857142,-0.9000000000000057,-1.3857142857142861,-16.42857142857143,-0.2928571428571429,-2.914285714285713,1.3928571428571428,0.1357142857142859,0.3571428571428572,0,0,0,0,0,0,0,0,0,0,1,0
1178,1.0,300,4.0,2.0,6.0,3.0,9.0,68.0,-0.004761904761904759,8.416666666666671,-4.785714285714285,-23.745238095238097,-0.04285714285714293,-6.597619047619047,2.5261904761904765,-0.7142857142857142,2.773809523809524,0,0,0,0,1,0,0,1,0,1,0,0
1179,1.0,300,0.0,2.0,6.0,3.0,9.0,68.0,-0.07142857142857142,-25.226190476190474,5.785714285714288,-2.2738095238095255,0.3571428571428571,-5.702380952380952,5.488095238095237,6.0,-0.9880952380952381,0,0,0,0,1,0,1,0,0,1,0,0
1180,1.0,300,1.0,3.0,6.0,3.0,9.0,68.0,-0.023809523809523808,-34.17857142857143,4.5476190476190474,-0.75,0.2142857142857142,-3.7023809523809508,2.535714285714286,5.714285714285714,-0.36904761904761907,0,0,0,0,0,0,0,1,0,1,0,0
1181,1.0,300,1.0,5.0,6.0,3.0,9.0,68.0,-0.07142857142857142,20.353448275862064,-6.958128078817733,-26.764778325123153,0.7709359605911329,-7.80911330049261,-0.6416256157635469,1.4926108374384237,-1.3066502463054186,0,0,0,0,0,0,0,1,0,1,0,0
1182,0.0,300,3.0,1.0,6.0,3.0,9.0,68.0,-0.07142857142857142,-17.916666666666664,-7.077380952380951,-15.970238095238098,0.31547619047619047,-6.0892857142857135,-1.148809523809524,0.1607142857142858,-2.1845238095238093,0,0,0,0,1,0,0,1,0,1,0,0
1183,1.0,300,5.0,1.0,1.0,0.0,1.0,66.0,-0.13218390804597702,26.597701149425287,6.109195402298848,23.321839080459775,-0.02873563218390804,7.3850574712643695,0.13218390804597702,-1.4080459770114944,-1.6264367816091956,0,0,0,0,0,0,1,0,0,1,0,0
1184,0.0,109,3.0,1.0,0.0,2.0,2.0,71.0,-0.02840909090909091,-10.068181818181813,-0.6875,-5.61931818181818,0.38636363636363646,-1.0113636363636367,-0.6988636363636367,1.0227272727272727,-1.0909090909090908,0,0,0,0,1,0,0,0,1,0,1,0
