,outcome,time,L_f1,W_f1,L_f2,W_f2,fights_f2,height_y,kd,ctrl,sigster_throw,sigster_land,td_land,head_throw,body_throw,leg_throw,clinch_throw,weightclass_hw,weightclass_lhw,weightclass_lw,weightclass_mw,weightclass_wbw,weightclass_ww,method_dec_spl,method_dec_una,method_ko_tko,stance_x_Orthodox,stance_x_Southpaw,stance_x_Switch
3138,0.0,300,3.0,3.0,1.0,8.0,9.0,73.0,-0.011884550084889645,18.81833616298811,-2.1146010186757227,3.624787775891342,0.8217317487266553,0.7241086587436332,-0.39983022071307284,-2.4388794567062817,-0.41850594227504234,0,0,0,1,0,0,1,0,0,1,0,0
3139,0.0,136,4.0,2.0,1.0,8.0,9.0,73.0,-0.020071684587813617,22.304301075268818,-1.9713261648745544,-3.8781362007168454,0.09892473118279566,-0.043727598566308146,0.3469534050179215,-2.274551971326165,1.7154121863799285,0,0,0,1,0,0,0,0,1,0,1,0
3140,0.0,300,3.0,6.0,1.0,8.0,9.0,73.0,0.0056593095642331614,40.56395019807584,-6.333899264289759,-12.989247311827956,1.4006791171477078,-2.5653650254668934,-1.7419354838709675,-2.0265987549518956,-1.0764006791171477,0,0,0,1,0,0,0,1,0,1,0,0
3141,1.0,198,5.0,4.0,1.0,8.0,9.0,73.0,0.07273877292852626,-5.5702087286527515,-3.742567994939913,-12.753953194180895,0.228336495888678,-2.217583807716635,0.4149272612270716,-1.939911448450348,1.027830487033523,0,0,0,1,0,0,0,0,1,1,0,0
3142,0.0,300,3.0,0.0,1.0,8.0,9.0,73.0,0.06591865357643759,-27.237727910238434,0.8064516129032242,0.7643758765778443,-0.7938288920056101,-1.050490883590463,-0.08976157082748948,1.9467040673211784,1.1318373071528751,0,0,0,1,0,0,0,1,0,1,0,0
3143,0.0,300,1.0,2.0,1.0,8.0,9.0,73.0,-0.06451612903225806,30.770967741935486,7.139784946236556,13.14408602150538,0.9655913978494624,3.7118279569892465,0.8580645161290326,2.56989247311828,2.070967741935484,0,0,0,1,0,0,0,1,0,0,1,0
3144,0.0,300,1.0,2.0,1.0,8.0,9.0,73.0,-0.01451612903225806,-12.329032258064519,3.806451612903224,7.777419354838713,-0.26774193548387104,-0.35483870967741993,1.6580645161290328,2.5032258064516126,3.120967741935484,0,0,0,1,0,0,1,0,0,1,0,0
3145,0.0,260,1.0,0.0,1.0,8.0,9.0,73.0,0.17357910906298002,27.32334869431643,-4.145929339477728,-12.941628264208909,-0.1105990783410139,-1.6405529953917055,1.4009216589861757,-3.9062980030721963,2.3471582181259603,0,0,0,1,0,0,0,0,1,1,0,0
3146,0.0,166,4.0,1.0,2.0,2.0,4.0,73.0,-0.0159468438538206,2.8392026578073057,-0.27242524916943367,4.580066445182727,0.6737541528239204,0.9614617940199341,-1.373421926910299,0.13953488372093026,-0.653156146179402,0,0,0,1,0,0,0,0,1,1,0,0
3147,1.0,105,1.0,9.0,2.0,2.0,4.0,73.0,0.01428571428571429,-46.214285714285715,6.025714285714285,13.342857142857145,-1.0685714285714285,1.9028571428571421,0.32285714285714295,3.8,0.13428571428571434,0,0,0,1,0,0,0,0,1,1,0,0
3148,1.0,300,3.0,5.0,2.0,2.0,4.0,73.0,0.01954887218045112,-39.07919799498747,2.969924812030076,7.0235588972431096,-0.9619047619047619,1.455137844611528,0.11127819548872164,1.4035087719298245,-0.043609022556390986,0,1,0,0,0,0,1,0,0,1,0,0
3149,0.0,167,3.0,4.0,2.0,2.0,4.0,73.0,-0.012987012987012991,24.50389610389611,-3.3870129870129855,-0.002597402597402265,-0.04675324675324677,-1.093506493506494,-1.9298701298701297,-0.36363636363636365,-0.631168831168831,0,0,0,1,0,0,0,0,1,0,1,0
3150,1.0,300,2.0,2.0,1.0,0.0,1.0,76.0,0.06666666666666667,19.933333333333323,8.866666666666667,18.53333333333333,0.6000000000000001,3.4666666666666672,2.2,3.1999999999999997,1.2666666666666666,0,0,0,1,0,0,0,1,0,1,0,0
3151,0.0,236,2.0,3.0,3.0,3.0,6.0,71.0,-0.013888888888888867,-11.75138888888889,-12.244444444444444,-20.719444444444445,-0.1569444444444444,-8.143055555555556,0.598611111111111,-4.699999999999999,1.5597222222222222,0,0,0,0,0,1,0,0,0,1,0,0
3152,0.0,205,6.0,4.0,3.0,3.0,6.0,71.0,-0.19722222222222222,68.48611111111111,-15.244444444444444,-24.65277777777778,1.363888888888889,-8.338888888888889,-1.588888888888889,-5.316666666666666,-0.35277777777777786,0,0,0,0,0,1,0,0,0,0,1,0
3153,1.0,300,3.0,5.0,3.0,3.0,6.0,71.0,-0.05555555555555555,-24.822222222222223,-3.2111111111111086,-0.6444444444444457,-0.31111111111111106,-0.9888888888888889,1.6444444444444444,-3.8666666666666663,-0.1777777777777778,0,0,0,0,0,1,0,1,0,1,0,0
3154,1.0,300,0.0,8.0,3.0,3.0,6.0,71.0,-0.1388888888888889,16.31111111111111,-10.06111111111111,-19.461111111111112,0.6388888888888888,-6.888888888888889,-0.038888888888889195,-3.133333333333333,0.288888888888889,0,0,0,0,0,1,0,1,0,0,1,0
3156,1.0,300,0.0,1.0,3.0,3.0,6.0,71.0,-0.2222222222222222,117.5611111111111,-17.369444444444444,-33.30277777777778,2.363888888888889,-9.78888888888889,-2.213888888888889,-5.366666666666666,-0.12777777777777777,0,0,0,0,0,1,0,1,0,1,0,0
3157,1.0,61,2.0,3.0,2.0,3.0,5.0,74.0,0.11944444444444445,-99.50694444444446,1.5777777777777775,4.236111111111111,-1.6236111111111111,-1.1208333333333336,2.709722222222222,-0.011111111111111072,1.0708333333333333,0,0,0,0,0,1,0,0,1,1,0,0
3158,1.0,178,6.0,6.0,2.0,3.0,5.0,74.0,0.022222222222222213,-102.77777777777779,9.207407407407407,29.074074074074076,-1.5703703703703704,3.1037037037037036,2.8555555555555556,3.2481481481481476,-0.21851851851851856,0,0,0,0,0,1,0,0,1,1,0,0
3159,0.0,300,4.0,6.0,2.0,3.0,5.0,74.0,-0.03333333333333334,-92.05555555555557,12.02222222222222,28.888888888888893,-1.0333333333333334,8.649999999999999,2.675,0.6972222222222222,2.8833333333333333,0,0,0,0,0,1,0,1,0,0,1,0
3160,0.0,300,2.0,3.0,2.0,3.0,5.0,74.0,-0.08888888888888889,-91.94444444444446,12.756349206349205,28.492063492063494,-1.334920634920635,2.947619047619047,4.807936507936508,5.000793650793651,3.4547619047619045,0,0,0,0,0,1,0,1,0,1,0,0
3161,0.0,181,4.0,7.0,2.0,3.0,5.0,74.0,0.018253968253968245,-95.80158730158732,0.042063492063491026,0.20634920634920562,-1.3706349206349207,-2.052380952380952,1.7722222222222221,0.3222222222222222,-0.6880952380952381,0,0,0,0,0,1,0,0,1,1,0,0
3162,1.0,300,1.0,5.0,1.0,2.0,3.0,70.0,0.06349206349206349,49.6031746031746,0.8201058201058196,-2.6190476190476204,1.6613756613756612,2.1904761904761916,-1.1746031746031749,-0.1957671957671958,0.5132275132275134,0,0,1,0,0,0,0,1,0,1,0,0
3163,0.0,300,2.0,0.0,1.0,2.0,3.0,70.0,0.05238095238095239,-32.785714285714285,-8.90952380952381,-23.385714285714286,-0.7904761904761904,-4.242857142857142,-3.5857142857142854,-1.0809523809523809,-0.5571428571428572,0,0,1,0,0,0,0,1,0,1,0,0
3164,0.0,300,1.0,0.0,1.0,2.0,3.0,70.0,-0.047619047619047616,-56.285714285714285,-13.476190476190476,-28.95238095238095,-1.1904761904761905,-7.476190476190475,-4.285714285714286,-1.7142857142857144,0.8095238095238096,0,0,1,0,0,0,0,1,0,0,0,1
3165,1.0,300,3.0,5.0,2.0,1.0,3.0,68.0,0.030303030303030304,87.48484848484848,11.89090909090909,9.375757575757575,0.5151515151515151,10.487878787878788,2.575757575757576,-1.1727272727272728,2.3545454545454545,0,0,0,0,0,0,0,1,0,1,0,0
3166,1.0,72,4.0,6.0,2.0,1.0,3.0,68.0,0.13043478260869565,18.26086956521739,1.0608695652173914,3.5391304347826065,0.3913043478260869,1.786956521739131,0.7391304347826089,-1.4652173913043476,0.030434782608695476,0,0,0,0,0,0,0,0,1,1,0,0
3167,0.0,300,1.0,2.0,2.0,1.0,3.0,68.0,0.0,69.13636363636364,2.3454545454545457,0.981818181818177,0.7272727272727273,3.881818181818182,1.1363636363636362,-2.672727272727273,0.8090909090909091,0,0,0,0,0,0,0,1,0,0,0,1
3168,1.0,300,3.0,5.0,3.0,1.0,4.0,68.0,0.030303030303030304,71.48484848484848,16.34090909090909,16.450757575757578,-0.10984848484848486,12.287878787878789,3.325757575757576,0.7272727272727271,2.3295454545454546,0,0,0,0,0,0,0,1,0,1,0,0
3169,1.0,251,2.0,4.0,3.0,1.0,4.0,68.0,0.13157894736842105,-23.63157894736842,15.065789473684209,33.05921052631579,-1.1776315789473684,13.05263157894737,1.960526315789474,0.052631578947368585,-0.8092105263157895,0,0,0,0,0,0,0,0,1,1,0,0
3170,1.0,265,3.0,3.0,3.0,1.0,4.0,68.0,0.03333333333333333,56.46666666666667,-3.05,-14.225,1.0083333333333333,-0.5999999999999996,-0.6833333333333333,-1.7666666666666666,-0.9916666666666667,0,0,0,0,0,0,0,0,0,0,1,0
3171,0.0,70,1.0,1.0,3.0,1.0,4.0,68.0,0.0,16.666666666666664,5.0,2.291666666666668,-0.7083333333333334,1.75,0.41666666666666674,2.833333333333333,1.125,0,0,0,0,0,0,0,0,0,1,0,0
3172,1.0,264,3.0,5.0,2.0,0.0,2.0,70.0,0.030303030303030304,104.48484848484848,10.89090909090909,-4.224242424242419,1.5151515151515151,13.987878787878788,1.975757575757576,-5.072727272727272,3.2545454545454544,0,0,0,0,0,0,0,0,1,1,0,0
3173,1.0,300,2.0,5.0,2.0,0.0,2.0,70.0,0.1111111111111111,43.111111111111114,0.6333333333333346,-19.466666666666665,1.4444444444444444,5.811111111111111,0.28888888888888875,-5.466666666666667,2.6333333333333333,0,0,1,0,0,0,0,1,0,1,0,0
3174,0.0,135,2.0,3.0,1.0,4.0,5.0,68.0,0.012222222222222225,10.966666666666669,7.663333333333332,8.79555555555556,-1.24,1.0399999999999991,2.758888888888889,3.8644444444444446,3.1266666666666665,0,0,1,0,0,0,0,0,1,1,0,0
3175,1.0,76,1.0,4.0,1.0,4.0,5.0,68.0,0.02991452991452992,-0.775641025641022,6.467948717948719,7.190170940170944,-1.75,-0.038461538461538325,3.388888888888889,3.117521367521368,2.128205128205128,0,0,1,0,0,0,0,0,0,0,1,0
3176,0.0,300,3.0,3.0,1.0,4.0,5.0,68.0,0.04914529914529915,6.089743589743591,2.967948717948719,3.7094017094017104,-1.0769230769230769,-0.07692307692307665,0.561965811965812,2.482905982905983,-0.3717948717948718,0,0,1,0,0,0,0,1,0,1,0,0
3177,0.0,300,3.0,5.0,1.0,4.0,5.0,68.0,0.11738351254480288,-33.97849462365591,9.454301075268818,10.70071684587814,-2.4838709677419355,4.209677419354838,3.171146953405018,2.0734767025089607,2.424731182795699,0,0,1,0,0,0,0,1,0,1,0,0
3178,0.0,300,2.0,4.0,1.0,4.0,5.0,68.0,-0.027777777777777776,10.512820512820511,5.737179487179487,15.594017094017097,-0.5384615384615383,3.5,1.4465811965811963,0.7905982905982907,1.2051282051282048,0,0,1,0,0,0,0,1,0,0,1,0
3179,1.0,300,2.0,3.0,3.0,0.0,3.0,72.0,0.04,80.37142857142857,-0.9200000000000017,-1.0457142857142827,1.4742857142857142,-0.531428571428572,-2.1657142857142855,1.7771428571428571,-0.040000000000000036,0,0,1,0,0,0,0,1,0,1,0,0
3180,1.0,234,0.0,4.0,3.0,0.0,3.0,72.0,0.04,94.57142857142857,-9.64,-16.765714285714285,2.474285714285714,-3.491428571428571,-4.1657142857142855,-1.9828571428571429,-3.04,0,0,1,0,0,0,0,0,1,0,1,0
3184,0.0,250,4.0,3.0,3.0,2.0,5.0,72.0,0.2904761904761905,-47.25714285714287,3.209523809523809,3.423809523809524,-1.3047619047619048,4.723809523809525,1.3142857142857145,-2.8285714285714283,0.10476190476190483,0,0,0,1,0,0,0,0,0,0,1,0
3186,0.0,300,2.0,2.0,3.0,2.0,5.0,72.0,0.09122807017543859,-57.347368421052636,0.1719298245614027,8.540350877192985,-1.5228070175438597,1.6035087719298247,-1.0842105263157893,-0.3473684210526313,-0.6771929824561402,0,0,0,1,0,0,0,1,0,0,0,1
3187,1.0,114,1.0,4.0,3.0,2.0,5.0,72.0,-0.06666666666666667,27.753846153846155,-1.3179487179487186,-10.087179487179483,2.112820512820513,2.943589743589744,-2.5538461538461537,-1.7076923076923076,-0.8512820512820511,0,0,0,1,0,0,0,0,0,1,0,0
3188,1.0,300,0.0,1.0,3.0,2.0,5.0,72.0,-0.06666666666666667,54.385714285714286,-1.9333333333333336,-8.361904761904757,0.980952380952381,1.0809523809523807,-1.4,-1.614285714285714,0.31904761904761925,0,0,0,1,0,0,0,1,0,0,1,0
3189,0.0,300,4.0,3.0,0.0,5.0,5.0,74.0,0.24603174603174605,-66.15343915343915,1.253968253968253,7.246031746031743,-0.2751322751322752,2.3756613756613767,0.6772486772486772,-1.7989417989417988,0.5343915343915344,0,0,0,1,0,0,0,1,0,0,1,0
3190,0.0,257,4.0,2.0,0.0,5.0,5.0,74.0,-0.06666666666666665,-18.362962962962953,-2.666666666666668,2.333333333333332,0.36296296296296293,-1.1703703703703692,-0.9481481481481482,-0.548148148148148,2.807407407407408,0,0,0,1,0,0,0,0,0,0,1,0
3191,0.0,130,7.0,4.0,0.0,5.0,5.0,74.0,0.023504273504273504,-68.23860398860398,-2.3119658119658126,1.6388888888888893,-0.5690883190883191,-0.6545584045584043,-1.8062678062678064,0.14886039886039892,1.886039886039886,0,1,0,0,0,0,0,0,0,0,1,0
3192,0.0,295,2.0,2.0,0.0,5.0,5.0,74.0,-0.05847953216374269,-37.66471734892787,-5.941520467836257,-9.847953216374268,-0.17738791423001954,-3.7972709551656916,-2.0896686159844053,-0.05458089668615962,0.699805068226121,0,0,0,1,0,0,0,0,0,0,1,0
3193,0.0,265,1.0,2.0,0.0,5.0,5.0,74.0,-0.1111111111111111,24.880174291939,-8.712418300653596,-13.522875816993462,1.8845315904139435,-5.5403050108932455,-2.3899782135076255,-0.7821350762527233,-0.6252723311546841,0,0,0,1,0,0,0,0,0,0,1,0
3194,0.0,199,4.0,3.0,1.0,2.0,3.0,72.0,0.09047619047619049,14.209523809523809,-1.923809523809524,0.7571428571428527,0.16190476190476188,0.5238095238095237,0.31428571428571406,-2.761904761904762,0.5047619047619047,0,0,0,1,0,0,0,0,1,0,1,0
3195,0.0,69,5.0,2.0,1.0,2.0,3.0,72.0,-0.15128205128205127,24.25897435897436,-5.643589743589743,-1.2923076923076948,0.8102564102564103,-2.564102564102564,-1.8230769230769233,-1.2564102564102564,0.6641025641025642,0,0,0,1,0,0,0,0,1,1,0,0
3196,1.0,300,1.0,1.0,1.0,2.0,3.0,72.0,-0.26666666666666666,72.76666666666667,-4.366666666666667,1.3999999999999986,2.033333333333333,-2.7333333333333343,-2.6000000000000005,0.9666666666666663,-0.9666666666666667,0,0,0,1,0,0,0,1,0,1,0,0
3197,0.0,300,4.0,3.0,0.0,2.0,2.0,72.0,0.35714285714285715,-91.85714285714286,10.042857142857143,18.557142857142853,-2.771428571428572,6.6571428571428575,3.4142857142857146,-0.02857142857142858,0.27142857142857135,0,0,0,1,0,0,1,0,0,0,1,0
3198,0.0,300,3.0,1.0,0.0,2.0,2.0,72.0,0.15384615384615385,-60.61538461538461,-1.8692307692307688,-7.723076923076924,-1.9692307692307693,-1.5076923076923077,-0.4538461538461539,0.09230769230769231,-0.8384615384615385,0,0,0,1,0,0,0,1,0,1,0,0
3199,1.0,197,4.0,3.0,3.0,0.0,3.0,72.0,0.08441558441558444,-27.31168831168831,3.324675324675324,9.99350649350649,-0.025974025974025983,1.9480519480519494,2.3506493506493507,-0.974025974025974,-1.6103896103896103,0,0,0,1,0,0,0,0,1,0,1,0
3200,1.0,266,1.0,4.0,3.0,0.0,3.0,72.0,-0.2727272727272727,47.69930069930071,-1.2027972027972034,-3.5174825174825166,3.3916083916083917,0.16783216783216837,-1.5174825174825175,0.14685314685314688,-2.5664335664335662,0,0,0,1,0,0,0,0,0,1,0,0
3201,1.0,295,2.0,3.0,3.0,0.0,3.0,72.0,-0.19580419580419578,4.77622377622378,-1.561771561771561,1.2517482517482534,0.9813519813519813,-1.1655011655011656,-0.10722610722610737,-0.289044289044289,-1.592074592074592,0,0,0,1,0,0,0,0,0,0,1,0
3202,0.0,255,2.0,2.0,1.0,2.0,3.0,73.0,-0.21710526315789475,-7.447368421052632,-1.6447368421052637,2.848684210526315,-0.6644736842105263,0.11184210526315752,-0.6842105263157894,-1.0723684210526314,-0.08552631578947367,0,0,0,0,0,1,0,0,1,0,0,1
3203,1.0,300,2.0,6.0,1.0,2.0,3.0,73.0,-0.3472222222222222,61.33333333333333,-7.333333333333334,-13.180555555555557,2.125,-2.625,-1.6388888888888888,-3.0694444444444446,-0.04166666666666663,0,0,0,0,0,1,0,1,0,1,0,0
3204,0.0,300,1.0,0.0,1.0,2.0,3.0,73.0,-0.375,19.333333333333336,-7.75,-5.625,-0.04166666666666663,-3.291666666666667,-1.0,-3.4583333333333335,1.125,0,0,0,0,0,1,0,1,0,0,0,1
3205,1.0,300,2.0,2.0,2.0,0.0,2.0,72.0,0.15789473684210525,-36.280701754385966,5.93859649122807,25.140350877192983,-1.7894736842105263,6.403508771929824,0.9824561403508774,-1.4473684210526314,0.2894736842105263,0,0,0,0,0,1,1,0,0,0,0,1
3206,1.0,300,1.0,2.0,2.0,0.0,2.0,72.0,0.045454545454545456,36.030303030303024,3.1969696969696972,9.030303030303031,0.5909090909090908,5.757575757575758,1.1212121212121213,-3.6818181818181817,2.590909090909091,0,0,0,0,0,1,0,1,0,0,1,0
3207,1.0,299,2.0,2.0,2.0,1.0,3.0,71.0,0.15789473684210525,-13.947368421052632,-2.094736842105263,-2.1263157894736864,-1.5894736842105264,0.5368421052631582,-4.08421052631579,1.4526315789473685,0.18947368421052635,0,0,0,0,0,1,0,0,1,0,0,1
3208,1.0,39,6.0,7.0,2.0,1.0,3.0,71.0,0.12244897959183673,64.0,-4.3632653061224485,-20.49795918367347,-0.044897959183673564,-1.9346938775510196,-3.175510204081633,0.7469387755102042,2.2979591836734694,0,0,0,0,0,1,0,0,1,1,0,0
3209,0.0,300,4.0,2.0,2.0,1.0,3.0,71.0,0.10526315789473684,30.578947368421055,0.010526315789473273,-4.178947368421056,-1.1157894736842104,1.3263157894736857,-2.505263157894737,1.189473684210526,1.8736842105263158,0,0,0,0,0,1,1,0,0,1,0,0
3210,1.0,178,1.0,4.0,3.0,1.0,4.0,73.0,0.0,-12.989010989010978,-3.5274725274725274,-10.725274725274723,2.1318681318681323,-2.9230769230769234,-0.5824175824175825,-0.0219780219780219,-0.6703296703296704,0,0,0,1,0,0,0,0,0,1,0,0
3211,0.0,300,1.0,3.0,3.0,1.0,4.0,73.0,0.0,-46.6043956043956,-0.989010989010989,3.659340659340664,-0.6373626373626373,-1.8461538461538467,0.10989010989010994,0.7472527472527475,2.4835164835164836,0,1,0,0,0,0,0,1,0,1,0,0
3212,1.0,234,1.0,5.0,3.0,1.0,4.0,73.0,0.3125,-63.95535714285714,-4.705357142857142,-15.25892857142857,-1.0267857142857142,-7.3125,1.8839285714285714,0.7232142857142858,1.0267857142857142,0,1,0,0,0,0,0,0,0,1,0,0
3213,1.0,174,8.0,4.0,3.0,1.0,4.0,73.0,0.08695652173913043,-90.01242236024845,2.9223602484472053,10.276397515527954,-1.2360248447204967,-0.9347826086956523,1.484472049689441,2.3726708074534164,-0.15527950310559024,0,1,0,0,0,0,0,0,1,1,0,0
3214,1.0,75,2.0,5.0,1.0,0.0,1.0,67.0,-0.0525328330206379,34.1219512195122,2.943714821763603,4.489681050656664,1.1969981238273921,1.4052532833020637,1.8499061913696058,-0.31144465290806744,0.009380863039399667,0,0,0,0,1,0,0,0,0,1,0,0
3215,1.0,300,2.0,5.0,2.0,0.0,2.0,66.0,-0.011324041811846687,-64.6280487804878,4.847560975609756,9.12979094076655,-0.05574912891986061,3.1689895470383274,1.53397212543554,0.14459930313588854,0.35278745644599296,0,0,0,0,1,0,0,0,0,1,0,0
3216,1.0,219,0.0,3.0,2.0,0.0,2.0,66.0,-0.03571428571428571,-59.82692307692308,5.826923076923077,10.678571428571427,-0.5989010989010988,5.4945054945054945,0.760989010989011,-0.4285714285714286,0.4587912087912087,0,0,0,0,1,0,0,0,0,1,0,0
3219,0.0,175,2.0,5.0,0.0,1.0,1.0,66.0,0.024390243902439025,-23.642754662840744,3.450502152080345,12.598278335724537,0.4820659971305594,2.803443328550933,1.2209469153515062,-0.5738880918220945,-0.27116212338594003,0,0,0,0,1,0,0,0,1,1,0,0
3220,0.0,18,2.0,0.0,0.0,1.0,1.0,72.0,-0.15384615384615385,84.63186813186812,-5.994505494505496,-7.7417582417582445,3.5384615384615383,0.8186813186813193,-4.945054945054945,-1.8681318681318682,-2.3736263736263736,0,0,0,1,0,0,0,0,1,1,0,0
3221,1.0,33,0.0,3.0,2.0,0.0,2.0,72.0,0.07692307692307693,57.892307692307696,7.892307692307693,7.092307692307692,1.7692307692307692,5.953846153846153,3.769230769230769,-1.8307692307692305,5.292307692307693,0,0,1,0,0,0,0,0,1,1,0,0
3222,1.0,275,1.0,1.0,2.0,0.0,2.0,72.0,0.1111111111111111,80.64444444444445,7.755555555555556,12.288888888888884,1.7777777777777777,11.911111111111111,0.11111111111111116,-4.266666666666667,-1.1777777777777776,0,0,1,0,0,0,0,0,1,1,0,0
3223,1.0,300,1.0,2.0,1.0,0.0,1.0,70.0,0.0,8.299999999999997,5.5,6.100000000000001,-1.3,2.75,2.6500000000000004,0.09999999999999964,0.8500000000000001,0,0,1,0,0,0,0,1,0,1,0,0
3224,1.0,300,1.0,2.0,1.0,0.0,1.0,73.0,0.0,20.049999999999997,10.0,12.600000000000001,-2.05,4.5,4.15,1.3499999999999996,1.35,0,0,1,0,0,0,0,0,0,1,0,0
3226,1.0,129,0.0,5.0,3.0,1.0,4.0,75.0,0.03030303030303033,-5.166666666666668,7.621212121212121,9.378787878787882,-0.13636363636363635,1.7121212121212146,4.045454545454546,1.8636363636363633,-1.8333333333333335,0,1,0,0,0,0,0,0,1,1,0,0
3227,0.0,245,9.0,8.0,3.0,1.0,4.0,75.0,-0.09999999999999998,38.28333333333333,-8.033333333333331,-12.45,0.55,-8.049999999999999,-0.16666666666666652,0.18333333333333313,-1.666666666666667,0,1,0,0,0,0,0,0,1,1,0,0
3228,1.0,213,1.0,3.0,3.0,1.0,4.0,75.0,-0.3333333333333333,35.371794871794876,-6.679487179487179,-1.9358974358974308,0.5769230769230769,-4.679487179487179,-0.9615384615384615,-1.0384615384615383,-0.06410256410256432,0,1,0,0,0,0,0,0,1,1,0,0
3229,1.0,224,0.0,5.0,1.0,1.0,2.0,72.0,0.36363636363636365,-40.53846153846154,14.3006993006993,11.314685314685313,-0.7132867132867132,6.3916083916083934,5.0069930069930075,2.9020979020979016,-1.7692307692307692,0,1,0,0,0,0,0,0,1,1,0,0
3230,0.0,300,1.0,1.0,1.0,1.0,2.0,72.0,0.0,-26.28846153846154,6.096153846153847,0.6858974358974308,-0.32692307692307687,0.3461538461538467,5.628205128205129,0.1217948717948718,1.3141025641025639,0,1,0,0,0,0,1,0,0,1,0,0
3231,0.0,300,9.0,8.0,2.0,4.0,6.0,77.0,0.02878787878787878,19.654545454545456,-2.268181818181816,-13.215151515151515,-0.040909090909090784,-3.1030303030303035,-0.16666666666666652,1.0015151515151515,0.8257575757575757,0,1,0,0,0,0,0,1,0,1,0,0
3232,1.0,67,3.0,4.0,2.0,4.0,6.0,77.0,-0.04829545454545456,53.57954545454545,-0.005681818181816567,-11.33806818181818,0.47159090909090917,-0.9176136363636367,1.5,-0.5880681818181817,3.190340909090909,0,1,0,0,0,0,0,0,1,1,0,0
3233,1.0,150,2.0,6.0,2.0,4.0,6.0,77.0,-0.11363636363636365,7.25,3.15909090909091,-6.045454545454547,0.18181818181818188,1.0227272727272716,1.3409090909090908,0.7954545454545454,1.2045454545454546,1,0,0,0,0,0,0,0,0,1,0,0
3234,0.0,133,1.0,2.0,2.0,4.0,6.0,77.0,-0.1628787878787879,45.70454545454545,-9.02651515151515,-24.43181818181818,0.8674242424242424,-5.928030303030304,-1.75,-1.3484848484848484,-0.1742424242424241,0,1,0,0,0,0,0,0,1,1,0,0
3235,0.0,214,1.0,1.0,2.0,4.0,6.0,77.0,-0.1751336898395722,21.851604278074866,-0.2740641711229941,-2.343582887700535,1.585561497326203,1.8489304812834213,-1.8235294117647058,-0.2994652406417111,0.2767379679144386,0,1,0,0,0,0,0,0,1,1,0,0
3236,0.0,161,3.0,2.0,2.0,4.0,6.0,77.0,0.009740259740259716,0.5616883116883074,1.0746753246753258,-17.003246753246753,-0.6623376623376622,-0.7435064935064943,2.1428571428571432,-0.32467532467532445,0.37337662337662336,0,1,0,0,0,0,0,0,0,0,1,0
3237,0.0,300,9.0,8.0,4.0,5.0,9.0,75.0,0.1471264367816092,30.86379310344828,3.7137931034482765,3.837356321839078,0.18793103448275872,2.266091954022988,-0.8735632183908044,2.3212643678160916,1.0632183908045976,0,1,0,0,0,0,1,0,0,1,0,0
3238,0.0,34,9.0,8.0,4.0,5.0,9.0,75.0,0.1471264367816092,30.86379310344828,3.7137931034482765,3.837356321839078,0.18793103448275872,2.266091954022988,-0.8735632183908044,2.3212643678160916,1.0632183908045976,0,1,0,0,0,0,0,0,1,1,0,0
3239,0.0,33,8.0,4.0,4.0,5.0,9.0,75.0,0.0007496251874062887,-15.455772113943027,8.979010494752623,20.968515742128936,-0.3838080959520239,6.5479760119940025,-0.2938530734632683,2.7248875562218897,0.026986506746626615,0,1,0,0,0,0,0,0,0,1,0,0
3240,1.0,151,3.0,3.0,4.0,5.0,9.0,75.0,-0.002873563218390815,-11.836206896551722,10.413793103448276,15.912356321839077,-0.8620689655172413,3.8160919540229887,1.084770114942529,5.512931034482759,0.521551724137931,1,0,0,0,0,0,0,0,1,1,0,0
3241,1.0,300,4.0,5.0,4.0,5.0,9.0,75.0,0.013793103448275862,17.688793103448276,5.938793103448274,14.42068965517241,-0.16206896551724137,5.882758620689655,-0.4818965517241378,0.5379310344827586,1.046551724137931,1,0,0,0,0,0,1,0,0,1,0,0
3242,1.0,190,2.0,11.0,4.0,5.0,9.0,75.0,-0.0042396834369700515,46.75805539853024,4.536743923120406,5.956755228942903,0.8920293951384963,6.761447145279819,-1.1413227812323345,-1.0833804409270775,0.4211418880723572,0,1,0,0,0,0,0,0,0,1,0,0
3243,0.0,127,3.0,0.0,4.0,5.0,9.0,75.0,0.3137931034482759,17.813793103448276,9.113793103448275,9.320689655172416,0.5379310344827586,6.2827586206896555,3.593103448275862,-0.7620689655172413,6.096551724137932,0,1,0,0,0,0,0,0,1,1,0,0
3244,0.0,166,1.0,0.0,4.0,5.0,9.0,75.0,0.2822141560798548,-13.165154264972774,7.966424682395646,13.383847549909255,-0.441016333938294,6.32486388384755,2.5825771324863886,-0.941016333938294,-0.26134301270417426,0,1,0,0,0,0,0,0,0,0,1,0
3245,1.0,300,0.0,9.0,4.0,5.0,9.0,75.0,0.0627292736610418,67.0733675715334,1.1903888481291265,3.461115187087305,1.3506969919295673,2.482758620689655,-1.6962582538517974,0.4038884812912693,0.1518708730741012,0,1,0,0,0,0,0,1,0,1,0,0
3246,1.0,300,9.0,8.0,5.0,4.0,9.0,74.0,0.09047619047619049,47.66428571428572,2.621428571428572,-4.56904761904762,1.0142857142857142,-0.5738095238095244,0.047619047619047894,3.1476190476190475,0.5952380952380951,0,1,0,0,0,0,1,0,0,1,0,0
