,outcome,time,fights_f1,fights_f2,win_proportion_f1,win_proportion_f2,height_x,reach_x,height_y,reach_y,weightclass_flw,weightclass_ftw,weightclass_hw,weightclass_lhw,weightclass_lw,weightclass_mw,weightclass_wbw,weightclass_wflw,weightclass_wsw,weightclass_ww,round_2,round_3,round_4,round_5,stance_x_Orthodox,stance_x_Southpaw,stance_x_Switch,stance_y_Orthodox,stance_y_Southpaw,stance_y_Switch
1602,1.0,300,4.0,4.0,0.0,0.5,65.0,67.0,67.0,65.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1603,1.0,300,10.0,4.0,0.3,0.5,66.0,66.0,67.0,65.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1604,0.0,300,3.0,4.0,0.3333333333333333,0.5,71.0,72.0,67.0,65.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1605,0.0,300,1.0,4.0,1.0,0.5,67.0,70.0,67.0,65.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1606,1.0,300,17.0,2.0,0.29411764705882354,0.5,65.0,66.0,67.0,68.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1607,0.0,300,7.0,2.0,0.2857142857142857,0.5,67.0,67.0,67.0,68.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1608,1.0,300,4.0,7.0,0.5,0.8571428571428571,70.0,70.0,70.0,72.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1609,1.0,121,3.0,7.0,0.0,0.8571428571428571,67.0,70.0,70.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1610,1.0,300,6.0,7.0,0.0,0.8571428571428571,69.0,73.0,70.0,72.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1611,1.0,226,4.0,7.0,0.0,0.8571428571428571,73.0,73.0,70.0,72.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1612,1.0,300,6.0,7.0,0.5,0.8571428571428571,67.0,70.0,70.0,72.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1613,0.0,300,2.0,7.0,1.0,0.8571428571428571,70.0,70.0,70.0,72.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1614,1.0,300,3.0,7.0,0.6666666666666666,0.8571428571428571,67.0,70.0,70.0,72.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1615,0.0,300,2.0,4.0,1.0,0.25,72.0,76.0,69.0,73.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1616,1.0,300,7.0,4.0,0.14285714285714285,0.25,74.0,75.0,69.0,73.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1617,0.0,300,2.0,4.0,0.5,0.25,73.0,76.0,69.0,73.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1618,0.0,300,5.0,4.0,0.8,0.25,70.0,73.0,69.0,73.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1620,0.0,300,1.0,2.0,1.0,0.5,66.0,67.0,66.0,68.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1621,1.0,300,10.0,8.0,0.3,0.625,75.0,78.0,69.0,70.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1623,1.0,300,7.0,8.0,0.2857142857142857,0.625,75.0,76.0,69.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1624,0.0,300,16.0,8.0,0.5625,0.625,68.0,69.0,69.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1625,0.0,163,7.0,8.0,0.2857142857142857,0.625,70.0,71.0,69.0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1626,1.0,300,10.0,8.0,0.6,0.625,73.0,75.0,69.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1627,1.0,300,10.0,8.0,0.4,0.625,70.0,71.0,69.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1629,1.0,300,8.0,6.0,0.375,0.5,70.0,73.0,74.0,80.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1630,1.0,21,20.0,6.0,0.25,0.5,75.0,79.0,74.0,80.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1631,1.0,285,14.0,6.0,0.5,0.5,76.0,80.0,74.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1632,0.0,266,9.0,6.0,0.4444444444444444,0.5,70.0,72.0,74.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1633,0.0,224,8.0,6.0,0.375,0.5,78.0,79.0,74.0,80.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1634,0.0,201,5.0,6.0,0.2,0.5,74.0,75.0,74.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1635,1.0,188,5.0,4.0,0.4,1.0,68.0,69.0,70.0,70.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1636,1.0,290,3.0,4.0,0.0,1.0,67.0,70.0,70.0,70.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1637,1.0,300,18.0,4.0,0.16666666666666666,1.0,69.0,70.0,70.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1638,1.0,300,9.0,4.0,0.2222222222222222,1.0,66.0,67.0,70.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1639,1.0,64,2.0,4.0,0.5,0.75,66.0,68.0,69.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1640,1.0,131,4.0,4.0,0.0,0.75,67.0,70.0,69.0,73.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1641,0.0,41,2.0,4.0,0.5,0.75,65.0,67.0,69.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1642,1.0,72,2.0,4.0,0.5,0.75,70.0,72.0,69.0,73.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1643,1.0,300,5.0,4.0,0.2,0.25,71.0,70.0,68.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1644,0.0,126,6.0,4.0,0.6666666666666666,0.25,66.0,67.0,68.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1645,0.0,124,7.0,4.0,0.42857142857142855,0.25,66.0,65.0,68.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1646,0.0,299,7.0,4.0,0.5714285714285714,0.25,68.0,73.0,68.0,67.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1647,0.0,87,4.0,5.0,0.5,0.2,75.0,80.0,75.0,75.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1648,0.0,198,3.0,5.0,0.6666666666666666,0.2,74.0,72.0,75.0,75.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1649,1.0,300,3.0,5.0,0.0,0.2,75.0,71.0,75.0,75.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1651,0.0,300,1.0,5.0,1.0,0.2,73.0,74.0,75.0,75.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1652,1.0,235,2.0,3.0,0.0,1.0,74.0,75.0,70.0,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1653,1.0,64,3.0,3.0,0.6666666666666666,1.0,76.0,80.0,70.0,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1654,1.0,300,6.0,3.0,0.6666666666666666,1.0,73.0,77.0,70.0,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1655,1.0,300,8.0,1.0,0.25,1.0,72.0,74.0,69.0,71.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1657,0.0,300,3.0,2.0,0.3333333333333333,0.0,65.0,69.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1658,0.0,300,2.0,2.0,1.0,0.0,67.0,70.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1661,1.0,172,10.0,5.0,0.4,0.4,72.0,76.0,71.0,76.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1662,1.0,17,1.0,5.0,0.0,0.4,68.0,71.0,71.0,76.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1663,0.0,300,13.0,5.0,0.46153846153846156,0.4,68.0,70.0,71.0,76.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1664,0.0,174,19.0,5.0,0.42105263157894735,0.4,71.0,75.0,71.0,76.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1665,0.0,300,2.0,5.0,1.0,0.4,70.0,71.0,71.0,76.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1666,0.0,144,4.0,3.0,0.25,0.3333333333333333,75.0,78.0,69.0,75.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1667,0.0,143,12.0,3.0,0.6666666666666666,0.3333333333333333,75.0,76.0,69.0,75.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1668,1.0,127,9.0,3.0,0.4444444444444444,0.3333333333333333,76.0,78.0,69.0,75.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1669,1.0,263,6.0,7.0,0.0,0.2857142857142857,76.0,81.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1670,0.0,100,20.0,7.0,0.25,0.2857142857142857,75.0,79.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1671,0.0,26,4.0,7.0,0.5,0.2857142857142857,75.0,77.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1672,0.0,299,14.0,7.0,0.42857142857142855,0.2857142857142857,83.0,84.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1673,1.0,150,9.0,7.0,0.3333333333333333,0.2857142857142857,76.0,77.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1674,0.0,300,20.0,7.0,0.55,0.2857142857142857,75.0,77.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1675,0.0,275,2.0,7.0,1.0,0.2857142857142857,71.0,76.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1676,1.0,300,11.0,8.0,0.18181818181818182,0.375,72.0,73.0,72.0,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1677,0.0,300,3.0,8.0,0.3333333333333333,0.375,73.0,72.0,72.0,74.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1678,0.0,300,8.0,8.0,0.5,0.375,73.0,77.0,72.0,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1679,0.0,257,4.0,8.0,0.5,0.375,73.0,74.0,72.0,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1680,1.0,300,2.0,8.0,0.0,0.375,76.0,80.0,72.0,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1681,0.0,300,5.0,8.0,0.4,0.375,73.0,77.0,72.0,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1682,1.0,300,7.0,8.0,0.2857142857142857,0.375,74.0,79.0,72.0,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1685,0.0,300,4.0,3.0,0.5,0.3333333333333333,69.0,69.0,66.0,69.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1686,1.0,16,12.0,3.0,0.25,0.3333333333333333,63.0,66.0,66.0,69.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1687,0.0,138,3.0,3.0,0.6666666666666666,0.3333333333333333,67.0,71.0,66.0,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1688,0.0,300,14.0,7.0,0.42857142857142855,0.5714285714285714,68.0,68.0,70.0,72.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1689,1.0,300,9.0,7.0,0.5555555555555556,0.5714285714285714,70.0,71.0,70.0,72.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1690,1.0,300,9.0,7.0,0.2222222222222222,0.5714285714285714,72.0,75.0,70.0,72.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1691,1.0,70,11.0,7.0,0.18181818181818182,0.5714285714285714,68.0,70.0,70.0,72.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1692,0.0,36,5.0,7.0,0.4,0.5714285714285714,68.0,69.0,70.0,72.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1693,0.0,300,2.0,7.0,0.5,0.5714285714285714,70.0,72.0,70.0,72.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1694,1.0,300,2.0,7.0,0.5,0.5714285714285714,69.0,71.0,70.0,72.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1696,1.0,300,3.0,4.0,0.3333333333333333,0.75,73.0,72.0,75.0,77.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1697,1.0,99,8.0,4.0,0.375,0.75,74.0,78.0,75.0,77.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1698,0.0,151,10.0,4.0,0.3,0.75,73.0,74.0,75.0,77.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1699,1.0,152,9.0,4.0,0.2222222222222222,0.75,72.0,74.0,75.0,77.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1700,1.0,65,6.0,3.0,0.16666666666666666,1.0,75.0,79.0,74.0,75.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1701,1.0,113,5.0,3.0,0.4,1.0,72.0,74.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1702,1.0,49,7.0,3.0,0.5714285714285714,1.0,74.0,75.0,74.0,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1703,0.0,300,2.0,2.0,0.5,0.5,70.0,67.0,70.0,74.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1704,1.0,300,1.0,2.0,0.0,0.5,73.0,76.0,70.0,74.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1705,1.0,274,3.0,2.0,0.0,0.5,65.0,68.0,66.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1706,0.0,78,2.0,2.0,1.0,0.5,66.0,70.0,66.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1707,1.0,137,10.0,2.0,0.1,0.5,68.0,70.0,68.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1708,0.0,300,11.0,2.0,0.2727272727272727,0.5,66.0,65.0,68.0,68.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1709,1.0,300,4.0,3.0,0.25,0.6666666666666666,69.0,72.0,71.0,74.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1710,0.0,264,12.0,3.0,0.5,0.6666666666666666,68.0,71.0,71.0,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1711,1.0,300,2.0,3.0,0.5,0.6666666666666666,70.0,74.0,71.0,74.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1712,0.0,300,6.0,8.0,0.6666666666666666,0.375,64.0,64.0,65.0,64.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1713,1.0,300,3.0,8.0,0.0,0.375,65.0,66.0,65.0,64.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1714,0.0,300,11.0,8.0,0.36363636363636365,0.375,64.0,63.0,65.0,64.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1715,0.0,300,11.0,8.0,0.5454545454545454,0.375,64.0,63.0,65.0,64.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1716,0.0,300,6.0,8.0,0.16666666666666666,0.375,63.0,64.0,65.0,64.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1717,0.0,219,1.0,8.0,1.0,0.375,67.0,64.0,65.0,64.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1718,1.0,300,4.0,8.0,0.25,0.375,65.0,64.0,65.0,64.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1719,1.0,300,4.0,8.0,0.25,0.375,65.0,65.0,65.0,64.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1720,1.0,213,12.0,3.0,0.5,1.0,68.0,71.0,74.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1721,1.0,111,2.0,3.0,0.0,1.0,72.0,75.0,74.0,78.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1722,1.0,159,10.0,3.0,0.1,1.0,75.0,81.0,74.0,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1723,0.0,179,4.0,4.0,0.5,0.75,67.0,73.0,67.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1724,1.0,300,4.0,4.0,0.0,0.75,68.0,70.0,67.0,68.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1725,1.0,300,6.0,4.0,0.3333333333333333,0.75,64.0,69.0,67.0,68.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1726,1.0,300,6.0,4.0,0.3333333333333333,0.75,66.0,69.0,67.0,68.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1727,0.0,151,14.0,5.0,0.35714285714285715,0.2,74.0,76.0,76.0,79.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1728,0.0,175,5.0,5.0,0.4,0.2,78.0,82.0,76.0,79.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1729,0.0,48,6.0,5.0,0.3333333333333333,0.2,74.0,74.0,76.0,79.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1730,1.0,119,6.0,5.0,0.3333333333333333,0.2,75.0,76.0,76.0,79.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1731,0.0,217,16.0,5.0,0.4375,0.2,75.0,80.0,76.0,79.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1732,0.0,121,14.0,4.0,0.14285714285714285,0.5,71.0,75.0,71.0,75.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1733,1.0,300,21.0,4.0,0.2857142857142857,0.5,75.0,80.0,71.0,75.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1734,1.0,300,8.0,4.0,0.375,0.5,72.0,75.0,71.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1735,0.0,300,7.0,4.0,0.14285714285714285,0.5,71.0,72.0,71.0,75.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1737,1.0,137,4.0,2.0,0.0,1.0,70.0,73.0,71.0,75.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1738,1.0,14,27.0,2.0,0.3333333333333333,1.0,68.0,71.0,71.0,75.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1739,1.0,44,5.0,5.0,0.2,0.8,73.0,77.0,70.0,73.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1740,1.0,300,10.0,5.0,0.3,0.8,71.0,72.0,70.0,73.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1741,1.0,268,4.0,5.0,0.5,0.8,74.0,74.0,70.0,73.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1742,1.0,115,7.0,5.0,0.14285714285714285,0.8,71.0,72.0,70.0,73.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1743,0.0,78,5.0,5.0,0.8,0.8,74.0,77.0,70.0,73.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1744,1.0,63,2.0,2.0,0.5,1.0,63.0,58.0,67.0,68.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1745,1.0,300,6.0,2.0,0.5,1.0,67.0,69.0,67.0,68.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1746,1.0,91,9.0,6.0,0.2222222222222222,0.3333333333333333,65.0,67.0,66.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1747,0.0,246,13.0,6.0,0.38461538461538464,0.3333333333333333,65.0,67.0,66.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1748,0.0,153,4.0,6.0,0.75,0.3333333333333333,66.0,69.0,66.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1749,1.0,259,17.0,6.0,0.17647058823529413,0.3333333333333333,64.0,65.0,66.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1750,0.0,300,3.0,6.0,1.0,0.3333333333333333,66.0,68.0,66.0,65.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1751,0.0,114,1.0,6.0,1.0,0.3333333333333333,65.0,71.0,66.0,65.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1752,1.0,189,7.0,10.0,0.0,0.4,75.0,75.0,76.0,76.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1753,0.0,158,8.0,10.0,0.375,0.4,77.0,79.0,76.0,76.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1754,0.0,266,8.0,10.0,0.5,0.4,74.0,75.0,76.0,76.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1755,0.0,89,17.0,10.0,0.5294117647058824,0.4,73.0,76.0,76.0,76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1756,0.0,53,8.0,10.0,0.375,0.4,72.0,75.0,76.0,76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1757,1.0,63,14.0,10.0,0.35714285714285715,0.4,74.0,76.0,76.0,76.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1758,0.0,153,4.0,10.0,0.75,0.4,69.0,71.0,76.0,76.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1759,0.0,207,1.0,10.0,1.0,0.4,72.0,72.0,76.0,76.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1760,1.0,300,9.0,10.0,0.3333333333333333,0.4,73.0,78.0,76.0,76.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1761,1.0,112,2.0,10.0,0.5,0.4,75.0,77.0,76.0,76.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1762,1.0,90,11.0,2.0,0.18181818181818182,0.5,68.0,70.0,68.0,68.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1763,0.0,108,9.0,2.0,0.4444444444444444,0.5,70.0,73.0,68.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1765,1.0,300,2.0,4.0,0.0,0.5,68.0,70.0,67.0,72.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1766,1.0,300,9.0,4.0,0.3333333333333333,0.5,64.0,62.0,67.0,72.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1767,0.0,299,1.0,4.0,1.0,0.5,65.0,66.0,67.0,72.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1768,0.0,300,4.0,4.0,0.25,0.5,65.0,64.0,67.0,72.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1769,1.0,300,2.0,2.0,0.5,1.0,71.0,71.0,71.0,73.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1770,1.0,278,3.0,2.0,0.3333333333333333,1.0,69.0,74.0,71.0,73.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1771,1.0,15,9.0,3.0,0.2222222222222222,0.3333333333333333,76.0,80.0,77.0,78.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1772,0.0,225,8.0,3.0,0.125,0.3333333333333333,79.0,80.0,77.0,78.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1773,0.0,69,20.0,3.0,0.55,0.3333333333333333,75.0,77.0,77.0,78.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1774,1.0,300,8.0,3.0,0.5,0.3333333333333333,73.0,77.0,70.0,75.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1775,0.0,118,7.0,3.0,0.14285714285714285,0.3333333333333333,74.0,75.0,70.0,75.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1776,0.0,267,7.0,3.0,0.5714285714285714,0.3333333333333333,72.0,77.0,70.0,75.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
