,outcome,time,fights_f1,fights_f2,win_proportion_f1,win_proportion_f2,height_x,reach_x,height_y,reach_y,weightclass_flw,weightclass_ftw,weightclass_hw,weightclass_lhw,weightclass_lw,weightclass_mw,weightclass_wbw,weightclass_wflw,weightclass_wsw,weightclass_ww,round_2,round_3,round_4,round_5,stance_x_Orthodox,stance_x_Southpaw,stance_x_Switch,stance_y_Orthodox,stance_y_Southpaw,stance_y_Switch
0,0.0,300,5.0,5.0,0.2,0.4,74.0,76.0,75.0,75.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1,1.0,300,6.0,5.0,0.16666666666666666,0.4,73.0,76.0,75.0,75.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,0.0,292,5.0,5.0,0.4,0.4,74.0,74.0,75.0,75.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3,1.0,300,7.0,5.0,0.5714285714285714,0.4,72.0,77.0,75.0,75.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4,0.0,300,1.0,5.0,1.0,0.4,73.0,75.0,75.0,75.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5,1.0,300,7.0,11.0,0.2857142857142857,0.6363636363636364,71.0,72.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6,1.0,97,7.0,11.0,0.0,0.6363636363636364,70.0,70.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8,1.0,281,11.0,11.0,0.2727272727272727,0.6363636363636364,70.0,72.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
9,0.0,184,5.0,11.0,0.8,0.6363636363636364,70.0,72.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10,1.0,177,8.0,11.0,0.375,0.6363636363636364,69.0,70.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
11,0.0,300,8.0,11.0,0.375,0.6363636363636364,69.0,69.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
12,1.0,54,6.0,11.0,0.5,0.6363636363636364,69.0,71.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,0.0,112,4.0,11.0,1.0,0.6363636363636364,68.0,71.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14,1.0,300,6.0,11.0,0.3333333333333333,0.6363636363636364,66.0,66.0,68.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
15,1.0,300,2.0,11.0,0.5,0.6363636363636364,70.0,74.0,68.0,70.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
16,1.0,197,10.0,7.0,0.3,0.42857142857142855,75.0,78.0,71.0,70.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17,1.0,300,3.0,7.0,0.3333333333333333,0.42857142857142855,71.0,74.0,71.0,70.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
18,0.0,63,4.0,7.0,0.75,0.42857142857142855,72.0,74.0,71.0,70.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
19,1.0,278,9.0,7.0,0.1111111111111111,0.42857142857142855,72.0,71.0,71.0,70.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
20,0.0,300,18.0,7.0,0.16666666666666666,0.42857142857142855,69.0,70.0,71.0,70.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
21,0.0,300,9.0,7.0,0.2222222222222222,0.42857142857142855,71.0,73.0,71.0,70.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
22,0.0,266,8.0,7.0,0.375,0.42857142857142855,73.0,74.0,71.0,70.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
26,1.0,299,9.0,3.0,0.3333333333333333,1.0,64.0,62.0,67.0,68.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,1.0,300,10.0,3.0,0.4,1.0,63.0,64.0,67.0,68.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
28,1.0,300,9.0,3.0,0.3333333333333333,1.0,64.0,62.0,67.0,68.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
34,1.0,179,5.0,3.0,0.0,0.6666666666666666,71.0,73.0,69.0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
46,0.0,300,5.0,3.0,0.6,0.3333333333333333,76.0,79.0,75.0,77.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
47,1.0,285,21.0,2.0,0.2857142857142857,0.5,75.0,80.0,73.0,73.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
48,0.0,221,5.0,2.0,0.2,0.5,74.0,74.0,73.0,73.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
49,1.0,300,4.0,6.0,0.25,0.6666666666666666,70.0,75.0,73.0,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
50,0.0,252,3.0,6.0,0.6666666666666666,0.6666666666666666,74.0,72.0,73.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52,1.0,16,4.0,6.0,0.5,0.6666666666666666,75.0,80.0,73.0,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
53,0.0,300,4.0,6.0,0.5,0.6666666666666666,68.0,76.0,73.0,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
55,0.0,300,8.0,3.0,0.125,0.0,68.0,70.0,67.0,72.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
56,0.0,300,8.0,3.0,0.25,0.0,67.0,71.0,67.0,72.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
57,0.0,300,6.0,3.0,0.5,0.0,67.0,70.0,67.0,72.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
58,0.0,300,5.0,2.0,0.6,0.5,66.0,64.0,66.0,70.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
59,1.0,193,2.0,2.0,0.0,0.5,71.0,74.0,66.0,70.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
60,0.0,300,4.0,2.0,0.5,0.0,69.0,69.0,74.0,78.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
61,0.0,300,3.0,2.0,0.6666666666666666,0.0,67.0,70.0,74.0,78.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
63,1.0,192,9.0,3.0,0.2222222222222222,0.6666666666666666,65.0,63.0,65.0,67.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
64,1.0,69,4.0,3.0,0.75,0.6666666666666666,64.0,64.0,65.0,67.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
65,0.0,230,1.0,3.0,1.0,0.6666666666666666,64.0,62.0,65.0,67.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67,1.0,261,3.0,8.0,0.3333333333333333,0.75,67.0,68.0,67.0,65.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
68,1.0,131,5.0,8.0,0.6,0.75,63.0,65.0,67.0,65.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
69,0.0,300,6.0,8.0,0.8333333333333334,0.75,67.0,72.0,67.0,65.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
70,1.0,299,9.0,8.0,0.2222222222222222,0.75,65.0,63.0,67.0,65.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
71,0.0,291,4.0,8.0,0.75,0.75,66.0,68.0,67.0,65.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
72,1.0,300,2.0,8.0,0.0,0.75,66.0,69.0,67.0,65.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
73,1.0,300,9.0,8.0,0.3333333333333333,0.75,64.0,62.0,67.0,65.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
74,1.0,265,2.0,8.0,0.0,0.75,65.0,66.0,67.0,65.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
75,0.0,77,3.0,2.0,0.6666666666666666,0.5,67.0,71.0,67.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
77,1.0,162,7.0,7.0,0.0,0.42857142857142855,75.0,75.0,78.0,82.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
78,0.0,300,9.0,7.0,0.4444444444444444,0.42857142857142855,76.0,76.0,78.0,82.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
79,0.0,136,6.0,7.0,0.3333333333333333,0.42857142857142855,75.0,76.0,78.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80,1.0,300,14.0,7.0,0.35714285714285715,0.42857142857142855,74.0,76.0,78.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
81,1.0,127,7.0,7.0,0.2857142857142857,0.42857142857142855,75.0,79.0,78.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
82,0.0,36,10.0,7.0,0.5,0.42857142857142855,75.0,77.0,78.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
83,0.0,117,6.0,7.0,0.5,0.42857142857142855,73.0,76.0,78.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
84,1.0,205,27.0,2.0,0.3333333333333333,0.5,68.0,71.0,68.0,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
85,0.0,300,3.0,2.0,1.0,0.5,70.0,71.0,68.0,71.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
86,0.0,300,6.0,5.0,0.16666666666666666,0.2,66.0,69.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
88,0.0,147,8.0,5.0,0.5,0.2,66.0,66.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
89,0.0,101,4.0,5.0,0.5,0.2,67.0,66.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
90,1.0,211,5.0,5.0,0.2,0.2,71.0,70.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
94,0.0,300,5.0,3.0,0.4,0.6666666666666666,73.0,75.0,71.0,71.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
95,1.0,300,8.0,3.0,0.25,0.6666666666666666,72.0,74.0,71.0,71.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
96,1.0,227,5.0,3.0,0.4,0.6666666666666666,73.0,74.0,71.0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
100,1.0,300,5.0,2.0,0.2,1.0,68.0,68.0,66.0,73.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
105,1.0,296,3.0,10.0,0.0,0.3,73.0,77.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
106,1.0,300,12.0,10.0,0.25,0.3,70.0,71.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
107,0.0,300,9.0,10.0,0.2222222222222222,0.3,72.0,76.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
108,0.0,211,11.0,10.0,0.45454545454545453,0.3,69.0,69.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
109,0.0,269,13.0,10.0,0.5384615384615384,0.3,69.0,71.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
110,0.0,300,9.0,10.0,0.3333333333333333,0.3,71.0,75.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
111,0.0,223,11.0,10.0,0.18181818181818182,0.3,72.0,73.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
112,0.0,87,1.0,10.0,1.0,0.3,70.0,70.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
113,1.0,300,17.0,10.0,0.29411764705882354,0.3,72.0,75.0,72.0,75.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
115,0.0,300,15.0,1.0,0.3333333333333333,0.0,71.0,76.0,70.0,73.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
116,1.0,117,9.0,3.0,0.3333333333333333,0.3333333333333333,66.0,70.0,70.0,70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
117,0.0,300,19.0,3.0,0.42105263157894735,0.3333333333333333,71.0,75.0,70.0,70.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
118,0.0,300,1.0,3.0,1.0,0.3333333333333333,67.0,69.0,70.0,70.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
119,1.0,300,8.0,2.0,0.25,1.0,72.0,76.0,75.0,76.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
120,1.0,68,10.0,2.0,0.4,1.0,74.0,75.0,75.0,76.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
121,1.0,300,5.0,3.0,0.0,0.6666666666666666,69.0,68.0,65.0,67.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
122,1.0,300,10.0,3.0,0.3,0.6666666666666666,66.0,66.0,65.0,67.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
123,0.0,300,4.0,3.0,0.75,0.6666666666666666,65.0,64.0,65.0,67.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
124,1.0,222,5.0,8.0,0.2,0.5,68.0,65.0,66.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
125,1.0,300,6.0,8.0,0.16666666666666666,0.5,66.0,69.0,66.0,66.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
126,1.0,300,4.0,8.0,0.25,0.5,66.0,64.0,66.0,66.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
127,0.0,220,2.0,8.0,1.0,0.5,68.0,69.0,66.0,66.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
128,1.0,223,9.0,8.0,0.2222222222222222,0.5,63.0,67.0,66.0,66.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
130,0.0,219,3.0,8.0,1.0,0.5,65.0,70.0,66.0,66.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
131,0.0,108,12.0,8.0,0.3333333333333333,0.5,69.0,71.0,66.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
132,0.0,78,2.0,5.0,0.5,0.8,66.0,69.0,66.0,67.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
133,1.0,65,2.0,5.0,0.0,0.8,67.0,65.0,66.0,67.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
134,1.0,267,5.0,5.0,0.2,0.8,67.0,68.0,66.0,67.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
135,1.0,273,4.0,5.0,0.25,0.8,68.0,67.0,66.0,67.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
136,1.0,300,11.0,5.0,0.45454545454545453,0.8,66.0,65.0,66.0,67.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
137,1.0,265,3.0,4.0,0.0,0.75,67.0,70.0,67.0,67.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
138,0.0,68,2.0,4.0,1.0,0.75,65.0,67.0,67.0,67.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
140,1.0,198,2.0,4.0,0.5,0.75,67.0,68.0,67.0,67.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
141,1.0,212,8.0,3.0,0.375,0.6666666666666666,71.0,74.0,71.0,71.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
142,1.0,108,4.0,3.0,0.0,0.6666666666666666,68.0,70.0,71.0,71.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
143,0.0,55,4.0,3.0,0.5,0.6666666666666666,71.0,71.0,71.0,71.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
145,1.0,300,8.0,6.0,0.125,0.5,68.0,67.0,69.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
146,1.0,300,11.0,6.0,0.2727272727272727,0.5,66.0,65.0,69.0,67.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
147,0.0,121,12.0,6.0,0.3333333333333333,0.5,66.0,68.0,69.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
148,0.0,300,3.0,6.0,0.6666666666666666,0.5,67.0,72.0,69.0,67.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
149,0.0,300,1.0,6.0,1.0,0.5,71.0,71.0,69.0,67.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
150,1.0,252,7.0,6.0,0.2857142857142857,0.5,67.0,67.0,69.0,67.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
151,0.0,56,9.0,7.0,0.4444444444444444,0.14285714285714285,76.0,76.0,73.0,76.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
152,0.0,300,10.0,7.0,0.3,0.14285714285714285,75.0,76.0,73.0,76.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
153,0.0,150,3.0,7.0,0.6666666666666666,0.14285714285714285,75.0,78.0,73.0,76.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
154,1.0,155,5.0,7.0,0.4,0.14285714285714285,73.0,75.0,73.0,76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
155,0.0,300,9.0,7.0,0.3333333333333333,0.14285714285714285,73.0,75.0,73.0,76.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
156,0.0,96,2.0,7.0,0.5,0.14285714285714285,72.0,73.0,73.0,76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
157,0.0,52,1.0,7.0,1.0,0.14285714285714285,73.0,75.0,73.0,76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
158,1.0,104,5.0,5.0,0.0,0.6,70.0,72.0,72.0,74.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
159,0.0,300,17.0,5.0,0.5294117647058824,0.6,70.0,73.0,72.0,74.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
160,1.0,46,5.0,5.0,0.4,0.6,75.0,77.0,72.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
161,0.0,171,5.0,5.0,0.6,0.6,69.0,76.0,72.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
162,1.0,300,6.0,5.0,0.5,0.6,67.0,71.0,72.0,74.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
166,1.0,280,6.0,5.0,0.3333333333333333,0.2,75.0,76.0,73.0,78.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
167,0.0,300,14.0,5.0,0.5,0.2,72.0,79.0,73.0,78.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
168,0.0,239,12.0,5.0,0.4166666666666667,0.2,73.0,72.0,73.0,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
169,0.0,300,1.0,5.0,1.0,0.2,75.0,73.0,73.0,78.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
176,1.0,77,5.0,4.0,0.2,0.75,66.0,66.0,66.0,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
177,0.0,224,7.0,4.0,0.7142857142857143,0.75,65.0,64.0,66.0,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
178,1.0,300,4.0,4.0,0.0,0.75,65.0,65.0,66.0,68.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
183,0.0,64,11.0,4.0,0.2727272727272727,0.25,70.0,72.0,67.0,72.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
184,0.0,300,4.0,4.0,0.25,0.25,66.0,70.0,67.0,72.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
185,0.0,300,8.0,4.0,0.375,0.25,69.0,70.0,67.0,72.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
186,1.0,300,7.0,4.0,0.0,0.25,70.0,70.0,67.0,72.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
187,1.0,169,5.0,12.0,0.4,0.3333333333333333,75.0,77.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
188,0.0,33,4.0,12.0,0.25,0.3333333333333333,70.0,72.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
189,0.0,294,15.0,12.0,0.3333333333333333,0.3333333333333333,71.0,76.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
190,1.0,165,11.0,12.0,0.18181818181818182,0.3333333333333333,68.0,70.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
191,0.0,145,8.0,12.0,0.5,0.3333333333333333,70.0,70.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
192,0.0,300,8.0,12.0,0.625,0.3333333333333333,69.0,71.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
193,0.0,300,19.0,12.0,0.47368421052631576,0.3333333333333333,67.0,70.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
194,1.0,300,18.0,12.0,0.16666666666666666,0.3333333333333333,69.0,70.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
195,0.0,300,7.0,12.0,0.5714285714285714,0.3333333333333333,70.0,71.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
196,1.0,173,21.0,12.0,0.14285714285714285,0.3333333333333333,69.0,72.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
197,0.0,300,2.0,12.0,1.0,0.3333333333333333,70.0,71.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
198,0.0,265,7.0,12.0,0.2857142857142857,0.3333333333333333,69.0,71.0,70.0,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
199,0.0,300,10.0,6.0,0.3,0.16666666666666666,68.0,71.0,65.0,68.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
200,0.0,114,17.0,6.0,0.17647058823529413,0.16666666666666666,64.0,65.0,65.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
201,0.0,300,9.0,6.0,0.2222222222222222,0.16666666666666666,65.0,67.0,65.0,68.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
202,1.0,300,13.0,6.0,0.38461538461538464,0.16666666666666666,65.0,67.0,65.0,68.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
203,0.0,188,9.0,6.0,0.3333333333333333,0.16666666666666666,66.0,66.0,65.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
204,0.0,300,3.0,6.0,0.3333333333333333,0.16666666666666666,68.0,69.0,65.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
205,1.0,103,4.0,13.0,0.0,0.5384615384615384,70.0,72.0,69.0,71.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
206,0.0,300,4.0,13.0,0.25,0.5384615384615384,70.0,75.0,69.0,71.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
207,1.0,300,8.0,13.0,0.25,0.5384615384615384,71.0,77.0,69.0,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
208,1.0,300,11.0,13.0,0.18181818181818182,0.5384615384615384,72.0,73.0,69.0,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
209,1.0,78,8.0,13.0,0.5,0.5384615384615384,73.0,77.0,69.0,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
210,0.0,300,12.0,13.0,0.4166666666666667,0.5384615384615384,73.0,72.0,69.0,71.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
211,0.0,150,11.0,13.0,0.18181818181818182,0.5384615384615384,73.0,75.0,69.0,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
212,1.0,225,5.0,13.0,0.8,0.5384615384615384,74.0,78.0,69.0,71.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
213,0.0,165,4.0,13.0,0.5,0.5384615384615384,71.0,74.0,69.0,71.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
214,0.0,300,11.0,13.0,0.45454545454545453,0.5384615384615384,69.0,69.0,69.0,71.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
